target,signal,auc,auc_sd,n_ds
看见悬崖(cliffB),d_pair_gap,0.7174467684988171,0.03459888257565763,8
看见悬崖(cliffB),d_wstd,0.6660092867289649,0.0333651266219503,8
看见悬崖(cliffB),d_std,0.661261125675229,0.032637248631579935,8
看见悬崖(cliffB),d_iqr,0.645681668922727,0.028227409088276412,8
看见悬崖(cliffB),rf_std,0.4181807957837902,0.057708793137348106,8
看见悬崖(cliffB),d_nb,0.41057542872536135,0.04329035547822924,8
看见悬崖(cliffB),d_nn_sim,0.12254408277082464,0.02526413793679582,8
