dataset,split,seed,method,n_test,n_cliffB,n_cliffA,cov_all,cov_cliffB,cov_noncliffB,gapB_pp,cov_cliffA,cov_noncliffA,gapA_pp,width_all,width_cliffA,width_noncliffA
CHEMBL244_Ki,random,89165191,adaptive,620,30,60,0.8693548387096774,0.7666666666666667,0.8745762711864407,10.790960451977394,0.7666666666666667,0.8803571428571428,11.369047619047612,2.878028431071414,3.423259875485661,2.8196107763127447
CHEMBL244_Ki,random,89165191,weighted_shift,620,30,60,0.8629032258064516,0.6333333333333333,0.8745762711864407,24.124293785310734,0.7166666666666667,0.8785714285714286,16.19047619047619,2.3541047579001044,2.354104757900105,2.354104757900105
CHEMBL244_Ki,random,89165191,cqr,620,30,60,0.9,0.7333333333333333,0.9084745762711864,17.514124293785315,0.8,0.9107142857142857,11.071428571428566,2.774825082357417,2.9048085146140847,2.7608982860442026
CHEMBL244_Ki,scaffold,34332121,global,620,15,67,0.9112903225806451,0.9333333333333333,0.9107438016528926,-2.2589531680440755,0.8955223880597015,0.9132007233273056,1.7678335267604095,3.3330972556757548,3.333097255675755,3.3330972556757548
CHEMBL244_Ki,scaffold,34332121,mondrian_wstd,620,15,67,0.9112903225806451,0.9333333333333333,0.9107438016528926,-2.2589531680440755,0.8955223880597015,0.9132007233273056,1.7678335267604095,3.3330972556757548,3.333097255675755,3.3330972556757548
CHEMBL244_Ki,scaffold,34332121,mondrian_rfstd,620,15,67,0.932258064516129,0.8666666666666667,0.9338842975206612,6.721763085399446,0.8656716417910447,0.9403254972875226,7.465385549647785,3.531262895594454,3.6271785005319135,3.519642017600223
CHEMBL244_Ki,scaffold,34332121,cluster,620,15,67,0.9274193548387096,0.9333333333333333,0.9272727272727272,-0.60606060606061,0.8656716417910447,0.9349005424954792,6.922890070443444,3.4936694229677165,3.3904899020589463,3.5061703775805335
CHEMBL244_Ki,scaffold,34332121,knn_weighted,620,15,67,0.8790322580645161,0.8666666666666667,0.8793388429752066,1.2672176308539895,0.7761194029850746,0.891500904159132,11.538150117405731,3.073101567301496,2.8396963023796236,3.1013803245343445
CHEMBL244_Ki,scaffold,34332121,adaptive,620,15,67,0.9580645161290322,0.9333333333333333,0.9586776859504132,2.53443526170799,0.9104477611940298,0.9638336347197106,5.33858735256808,4.943915682554527,4.954810092844907,4.942595744960575
CHEMBL244_Ki,scaffold,34332121,weighted_shift,620,15,67,0.8387096774193549,0.8666666666666667,0.8380165289256198,-2.8650137741046855,0.7910447761194029,0.8444846292947559,5.343985317535294,2.804055709099771,2.804055709099771,2.804055709099771
CHEMBL244_Ki,scaffold,34332121,cqr,620,15,67,0.8903225806451613,0.9333333333333333,0.8892561983471075,-4.40771349862259,0.8955223880597015,0.8896925858951176,-0.5829802164583953,3.3318703773235705,3.4483710733279804,3.3177554647877736
CHEMBL244_Ki,scaffold,57652534,global,620,11,62,0.8419354838709677,0.6363636363636364,0.8456486042692939,20.928496790565752,0.7741935483870968,0.8494623655913979,7.5268817204301115,2.7916798916140575,2.7916798916140566,2.7916798916140575
CHEMBL244_Ki,scaffold,57652534,mondrian_wstd,620,11,62,0.8419354838709677,0.6363636363636364,0.8456486042692939,20.928496790565752,0.7741935483870968,0.8494623655913979,7.5268817204301115,2.7916798916140575,2.7916798916140566,2.7916798916140575
CHEMBL244_Ki,scaffold,57652534,mondrian_rfstd,620,11,62,0.8435483870967742,0.36363636363636365,0.8522167487684729,48.85803851321092,0.7096774193548387,0.8584229390681004,14.874551971326166,2.706616832490196,2.641362908646346,2.7138672684728453
CHEMBL244_Ki,scaffold,57652534,cluster,620,11,62,0.8370967741935483,0.7272727272727273,0.8390804597701149,11.180773249738763,0.7419354838709677,0.8476702508960573,10.573476702508955,2.8115023788577247,2.8479536634830698,2.8074522361215757
CHEMBL244_Ki,scaffold,57652534,knn_weighted,620,11,62,0.8306451612903226,0.7272727272727273,0.8325123152709359,10.523958799820864,0.7903225806451613,0.8351254480286738,4.480286738351258,2.7164844985797933,2.789297702152885,2.708394142627227
CHEMBL244_Ki,scaffold,57652534,adaptive,620,11,62,0.8516129032258064,0.6363636363636364,0.8555008210180624,21.9137184654426,0.7580645161290323,0.8620071684587813,10.39426523297491,3.21227347250977,3.529425457195149,3.1770343631002835
CHEMBL244_Ki,scaffold,57652534,weighted_shift,620,11,62,0.8064516129032258,0.6363636363636364,0.8095238095238095,17.31601731601732,0.7580645161290323,0.8118279569892473,5.376344086021501,2.468944055174397,2.468944055174398,2.4689440551743975
CHEMBL244_Ki,scaffold,57652534,cqr,620,11,62,0.8629032258064516,0.8181818181818182,0.8637110016420362,4.552918346021794,0.8387096774193549,0.8655913978494624,2.6881720430107503,2.91462362452227,2.8425940066055166,2.922626915401909
CHEMBL244_Ki,scaffold,65555877,global,620,9,60,0.85,0.8888888888888888,0.8494271685761048,-3.9461720312784054,0.85,0.85,0.0,3.041039567785898,3.0410395677858983,3.0410395677858983
CHEMBL244_Ki,scaffold,65555877,mondrian_wstd,620,9,60,0.85,0.8888888888888888,0.8494271685761048,-3.9461720312784054,0.85,0.85,0.0,3.041039567785898,3.0410395677858983,3.0410395677858983
CHEMBL244_Ki,scaffold,65555877,mondrian_rfstd,620,9,60,0.864516129032258,0.8888888888888888,0.8641571194762684,-2.4731769412620452,0.8666666666666667,0.8642857142857143,-0.23809523809523725,2.8338712534412966,2.783928536245284,2.8392222588551554
CHEMBL244_Ki,scaffold,65555877,cluster,620,9,60,0.8290322580645161,0.8888888888888888,0.8281505728314239,-6.073831605746493,0.8333333333333334,0.8285714285714286,-0.4761904761904745,2.939824643383693,2.930979940805751,2.9407722900884727
