run,dataset,signal,lhs,rhs,resid
rf_rdkit,CHEMBL236_Ki,d_pair_gap,0.0028901734104046506,0.002890173410404624,2.6454533008646308e-17
rf_rdkit,CHEMBL237_EC50,d_pair_gap,0.009424083769633551,0.009424083769633508,4.336808689942018e-17
rf_rdkit,CHEMBL237_Ki,d_pair_gap,0.003076923076923088,0.003076923076923077,1.1275702593849246e-17
rf_rdkit,CHEMBL239_EC50,d_pair_gap,0.0031976744186047457,0.003197674418604651,9.454242944073599e-17
rf_rdkit,CHEMBL244_Ki,d_pair_gap,0.0040322580645161255,0.004032258064516129,3.469446951953614e-18
rf_rdkit,CHEMBL264_Ki,d_pair_gap,0.00366492146596864,0.0036649214659685864,5.377642775528102e-17
rf_rdkit,CHEMBL287_Ki,d_pair_gap,0.010943396226415159,0.010943396226415094,6.418476861114186e-17
rf_rdkit,CHEMBL3979_EC50,d_pair_gap,0.009777777777777774,0.009777777777777778,3.469446951953614e-18
rf_rdkit,CHEMBL204_Ki,d_pair,0.005444646098003658,0.0054446460980036296,2.862293735361732e-17
rf_rdkit,CHEMBL214_Ki,d_pair,0.0030120481927710108,0.0030120481927710845,7.37257477290143e-17
rf_rdkit,CHEMBL219_Ki,d_pair,0.002412868632707732,0.002412868632707775,4.2934406030425976e-17
rf_rdkit,CHEMBL228_Ki,d_pair,0.0029325513196480912,0.002932551319648094,2.6020852139652106e-18
rf_rdkit,CHEMBL233_Ki,d_pair,-0.004928457869634362,-0.00492845786963434,2.168404344971009e-17
rf_rdkit,CHEMBL234_Ki,d_pair,0.0023224043715847076,0.0023224043715846993,8.239936510889834e-18
rf_rdkit,CHEMBL235_EC50,d_pair,0.004893617021276664,0.004893617021276595,6.852157730108388e-17
rf_rdkit,CHEMBL236_Ki,d_pair,-0.0005780346820809523,-0.0005780346820809249,2.7430314963883262e-17
rf_rdkit,CHEMBL237_EC50,d_pair,0.005235602094240899,0.005235602094240838,6.071532165918825e-17
rf_rdkit,CHEMBL237_Ki,d_pair,0.0017307692307692024,0.0017307692307692308,2.8406096919120216e-17
rf_rdkit,CHEMBL239_EC50,d_pair,-0.0040697674418603835,-0.004069767441860465,8.153200337090993e-17
rf_rdkit,CHEMBL244_Ki,d_pair,0.0001612903225806095,0.00016129032258064516,3.5670251474773096e-17
rf_rdkit,CHEMBL264_Ki,d_pair,0.0013961605584642545,0.0013961605584642235,3.1008182133085427e-17
rf_rdkit,CHEMBL287_Ki,d_pair,0.0007547169811320531,0.0007547169811320754,2.233456475320139e-17
rf_rdkit,CHEMBL3979_EC50,d_pair,0.0013333333333334085,0.0013333333333333333,7.524363077049401e-17
rf_rdkit,CHEMBL204_Ki,rf_std,0.006715063520871145,0.006715063520871143,1.734723475976807e-18
rf_rdkit,CHEMBL214_Ki,rf_std,0.00120481927710836,0.0012048192771084338,7.39425881635114e-17
rf_rdkit,CHEMBL219_Ki,rf_std,0.0037533512064342744,0.0037533512064343165,4.206704429243757e-17
rf_rdkit,CHEMBL228_Ki,rf_std,0.0114369501466276,0.011436950146627566,3.469446951953614e-17
rf_rdkit,CHEMBL233_Ki,rf_std,0.0004769475357709885,0.0004769475357710652,7.670730370334944e-17
rf_rdkit,CHEMBL234_Ki,rf_std,0.0009562841530055266,0.0009562841530054645,6.21247844834194e-17
rf_rdkit,CHEMBL235_EC50,rf_std,0.012978723404255321,0.01297872340425532,1.734723475976807e-18
rf_rdkit,CHEMBL236_Ki,rf_std,-0.005394990366088592,-0.005394990366088632,3.9898639947466563e-17
rf_rdkit,CHEMBL237_EC50,rf_std,0.013612565445026203,0.013612565445026177,2.6020852139652106e-17
rf_rdkit,CHEMBL237_Ki,rf_std,-0.007499999999999951,-0.0075,4.85722573273506e-17
rf_rdkit,CHEMBL239_EC50,rf_std,-0.0029069767441860517,-0.0029069767441860465,5.204170427930421e-18
rf_rdkit,CHEMBL244_Ki,rf_std,0.004354838709677344,0.004354838709677419,7.45931094670027e-17
rf_rdkit,CHEMBL264_Ki,rf_std,0.008900523560209428,0.008900523560209424,3.469446951953614e-18
rf_rdkit,CHEMBL287_Ki,rf_std,0.010566037735849076,0.010566037735849057,1.9081958235744878e-17
rf_rdkit,CHEMBL3979_EC50,rf_std,0.009777777777777774,0.009777777777777778,3.469446951953614e-18
