dataset,method,tau_q,group,n,under_rate,over_rate,miscoverage,width
CHEMBL234_Ki,mondrian_wstd,0.9,noncliff,711,0.20675105485232068,0.0,0.20675105485232068,2.264397319178546
CHEMBL234_Ki,mondrian_wstd,0.9,all,744,0.22043010752688172,0.0,0.22043010752688172,2.2715150930736647
CHEMBL234_Ki,mondrian_rfstd,0.5,cliff,110,0.2818181818181818,0.02727272727272727,0.3090909090909091,2.3159787480763763
CHEMBL234_Ki,mondrian_rfstd,0.5,noncliff,3557,0.07028394714647175,0.008152937868990722,0.07843688501546246,1.9763062827762536
CHEMBL234_Ki,mondrian_rfstd,0.5,all,3667,0.07662939732751568,0.00872647941096264,0.08535587673847832,1.986495530440015
CHEMBL234_Ki,mondrian_rfstd,0.75,cliff,62,0.45161290322580644,0.0,0.45161290322580644,2.129796073328074
CHEMBL234_Ki,mondrian_rfstd,0.75,noncliff,1782,0.1122334455667789,0.001122334455667789,0.11335578002244669,2.0198212990601996
CHEMBL234_Ki,mondrian_rfstd,0.75,all,1844,0.12364425162689804,0.0010845986984815619,0.12472885032537961,2.0235189324683387
CHEMBL234_Ki,mondrian_rfstd,0.9,cliff,33,0.6666666666666666,0.0,0.6666666666666666,1.983395799554551
CHEMBL234_Ki,mondrian_rfstd,0.9,noncliff,711,0.19831223628691982,0.0014064697609001407,0.19971870604781997,2.1235074891264127
CHEMBL234_Ki,mondrian_rfstd,0.9,all,744,0.21908602150537634,0.0013440860215053765,0.22043010752688172,2.1172928577341126
CHEMBL234_Ki,mondrian_nb,0.5,cliff,110,0.32727272727272727,0.03636363636363636,0.36363636363636365,1.9063518666855668
CHEMBL234_Ki,mondrian_nb,0.5,noncliff,3557,0.07281416924374473,0.009277481023334271,0.082091650267079,1.996170151438167
CHEMBL234_Ki,mondrian_nb,0.5,all,3667,0.08044723206981183,0.010089991818925552,0.09053722388873739,1.9934758478322803
CHEMBL234_Ki,mondrian_nb,0.75,cliff,62,0.5483870967741935,0.0,0.5483870967741935,1.8878552078705582
CHEMBL234_Ki,mondrian_nb,0.75,noncliff,1782,0.12682379349046016,0.0005611672278338945,0.12738496071829405,2.0168520492139916
CHEMBL234_Ki,mondrian_nb,0.75,all,1844,0.14099783080260303,0.0005422993492407809,0.14154013015184383,2.0125148452208825
CHEMBL234_Ki,mondrian_nb,0.9,cliff,33,0.8181818181818182,0.0,0.8181818181818182,1.9125215245638538
CHEMBL234_Ki,mondrian_nb,0.9,noncliff,711,0.21659634317862167,0.0,0.21659634317862167,2.082842729796012
CHEMBL234_Ki,mondrian_nb,0.9,all,744,0.24327956989247312,0.0,0.24327956989247312,2.0752881602091016
CHEMBL235_EC50,global,0.5,cliff,137,0.291970802919708,0.043795620437956206,0.3357664233576642,2.2448776867451277
CHEMBL235_EC50,global,0.5,noncliff,2221,0.095002251238181,0.004502476361999099,0.0995047276001801,2.2423072737340495
CHEMBL235_EC50,global,0.5,all,2358,0.10644614079728583,0.006785411365564037,0.11323155216284987,2.2424566149480096
CHEMBL235_EC50,global,0.75,cliff,81,0.4567901234567901,0.0,0.4567901234567901,2.2555858428849858
CHEMBL235_EC50,global,0.75,noncliff,1099,0.18016378525932666,0.0,0.18016378525932666,2.241527949659088
CHEMBL235_EC50,global,0.75,all,1180,0.19915254237288135,0.0,0.19915254237288135,2.2424929406347633
CHEMBL235_EC50,global,0.9,cliff,35,0.6,0.0,0.6,2.2923992982172834
CHEMBL235_EC50,global,0.9,noncliff,445,0.3101123595505618,0.0,0.3101123595505618,2.2265002831317107
