dataset,method,tau_q,group,n,under_rate,over_rate,miscoverage,width
CHEMBL235_EC50,global,0.9,all,480,0.33125,0.0,0.33125,2.231305419648367
CHEMBL235_EC50,mondrian_wstd,0.5,cliff,137,0.24817518248175183,0.0364963503649635,0.2846715328467153,2.529577308383786
CHEMBL235_EC50,mondrian_wstd,0.5,noncliff,2221,0.09140027014858172,0.007203962179198559,0.09860423232778028,2.350541918239075
CHEMBL235_EC50,mondrian_wstd,0.5,all,2358,0.1005089058524173,0.008905852417302799,0.10941475826972011,2.360943889591842
CHEMBL235_EC50,mondrian_wstd,0.75,cliff,81,0.3333333333333333,0.0,0.3333333333333333,2.609512359437108
CHEMBL235_EC50,mondrian_wstd,0.75,noncliff,1099,0.15468607825295724,0.0,0.15468607825295724,2.4698967512775245
CHEMBL235_EC50,mondrian_wstd,0.75,all,1180,0.1669491525423729,0.0,0.1669491525423729,2.4794805345494964
CHEMBL235_EC50,mondrian_wstd,0.9,cliff,35,0.4,0.0,0.4,2.823481345469036
CHEMBL235_EC50,mondrian_wstd,0.9,noncliff,445,0.2696629213483146,0.0,0.2696629213483146,2.5763505353103224
CHEMBL235_EC50,mondrian_wstd,0.9,all,480,0.2791666666666667,0.0,0.2791666666666667,2.5943704902177283
CHEMBL235_EC50,mondrian_rfstd,0.5,cliff,137,0.2773722627737226,0.072992700729927,0.35036496350364965,2.365129087690181
CHEMBL235_EC50,mondrian_rfstd,0.5,noncliff,2221,0.0904997748761819,0.005402971634398919,0.09590274651058082,2.336408154087677
CHEMBL235_EC50,mondrian_rfstd,0.5,all,2358,0.10135708227311281,0.009329940627650551,0.11068702290076336,2.3380768427660246
CHEMBL235_EC50,mondrian_rfstd,0.75,cliff,81,0.3950617283950617,0.04938271604938271,0.4444444444444444,2.3440267734503974
CHEMBL235_EC50,mondrian_rfstd,0.75,noncliff,1099,0.1483166515013649,0.0009099181073703367,0.1492265696087352,2.45141429399008
CHEMBL235_EC50,mondrian_rfstd,0.75,all,1180,0.1652542372881356,0.00423728813559322,0.1694915254237288,2.4440427777496443
CHEMBL235_EC50,mondrian_rfstd,0.9,cliff,35,0.4857142857142857,0.0,0.4857142857142857,2.6131872750414744
CHEMBL235_EC50,mondrian_rfstd,0.9,noncliff,445,0.24943820224719102,0.0,0.24943820224719102,2.6447417259162025
CHEMBL235_EC50,mondrian_rfstd,0.9,all,480,0.26666666666666666,0.0,0.26666666666666666,2.64244088053992
CHEMBL235_EC50,mondrian_nb,0.5,cliff,137,0.31386861313868614,0.072992700729927,0.38686131386861317,2.2321399424947437
CHEMBL235_EC50,mondrian_nb,0.5,noncliff,2221,0.0904997748761819,0.00945520036019811,0.09995497523638001,2.2626550320209255
CHEMBL235_EC50,mondrian_nb,0.5,all,2358,0.10347752332485156,0.013146734520780322,0.11662425784563189,2.260882102731236
CHEMBL235_EC50,mondrian_nb,0.75,cliff,81,0.4691358024691358,0.012345679012345678,0.48148148148148145,2.2575395613130396
CHEMBL235_EC50,mondrian_nb,0.75,noncliff,1099,0.17197452229299362,0.0,0.17197452229299362,2.250364261555054
CHEMBL235_EC50,mondrian_nb,0.75,all,1180,0.1923728813559322,0.000847457627118644,0.19322033898305085,2.250856803318102
CHEMBL235_EC50,mondrian_nb,0.9,cliff,35,0.6285714285714286,0.0,0.6285714285714286,2.3810159024629387
CHEMBL235_EC50,mondrian_nb,0.9,noncliff,445,0.3146067415730337,0.0,0.3146067415730337,2.2577251654136083
CHEMBL235_EC50,mondrian_nb,0.9,all,480,0.3375,0.0,0.3375,2.266715114990122
CHEMBL236_Ki,global,0.5,cliff,166,0.18072289156626506,0.04819277108433735,0.2289156626506024,2.349328220172394
CHEMBL236_Ki,global,0.5,noncliff,2540,0.07716535433070866,0.00826771653543307,0.08543307086614173,2.360181750326195
CHEMBL236_Ki,global,0.5,all,2706,0.0835181079083518,0.010716925351071693,0.0942350332594235,2.359515938794217
CHEMBL236_Ki,global,0.75,cliff,86,0.313953488372093,0.0,0.313953488372093,2.3522741778802323
CHEMBL236_Ki,global,0.75,noncliff,1212,0.1419141914191419,0.004125412541254125,0.14603960396039603,2.3590589677199785
CHEMBL236_Ki,global,0.75,all,1298,0.15331278890600925,0.003852080123266564,0.15716486902927582,2.3586094361897643
CHEMBL236_Ki,global,0.9,cliff,44,0.4090909090909091,0.0,0.4090909090909091,2.354604417136937
CHEMBL236_Ki,global,0.9,noncliff,480,0.22708333333333333,0.0,0.22708333333333333,2.3600632070360907
CHEMBL236_Ki,global,0.9,all,524,0.24236641221374045,0.0,0.24236641221374045,2.3596048353651695
CHEMBL236_Ki,mondrian_wstd,0.5,cliff,166,0.12650602409638553,0.04216867469879518,0.1686746987951807,2.563820944437996
CHEMBL236_Ki,mondrian_wstd,0.5,noncliff,2540,0.07834645669291339,0.007086614173228346,0.08543307086614173,2.3824247575868265
CHEMBL236_Ki,mondrian_wstd,0.5,all,2706,0.08130081300813008,0.009238728750923873,0.09053954175905396,2.393552535494178
CHEMBL236_Ki,mondrian_wstd,0.75,cliff,86,0.22093023255813954,0.0,0.22093023255813954,2.576711197711572
CHEMBL236_Ki,mondrian_wstd,0.75,noncliff,1212,0.13613861386138615,0.0024752475247524753,0.13861386138613863,2.457595575896341
CHEMBL236_Ki,mondrian_wstd,0.75,all,1298,0.14175654853620956,0.0023112480739599386,0.1440677966101695,2.465487674105979
CHEMBL236_Ki,mondrian_wstd,0.9,cliff,44,0.3409090909090909,0.0,0.3409090909090909,2.559725458949126
CHEMBL236_Ki,mondrian_wstd,0.9,noncliff,480,0.21458333333333332,0.0,0.21458333333333332,2.48302872463496
CHEMBL236_Ki,mondrian_wstd,0.9,all,524,0.22519083969465647,0.0,0.22519083969465647,2.4894689084323334
CHEMBL236_Ki,mondrian_rfstd,0.5,cliff,166,0.1686746987951807,0.060240963855421686,0.2289156626506024,2.4429799578213762
CHEMBL236_Ki,mondrian_rfstd,0.5,noncliff,2540,0.07244094488188976,0.008661417322834646,0.08110236220472442,2.274329231647568
CHEMBL236_Ki,mondrian_rfstd,0.5,all,2706,0.07834441980783444,0.011825572801182557,0.090169992609017,2.284675137244335
CHEMBL236_Ki,mondrian_rfstd,0.75,cliff,86,0.29069767441860467,0.0,0.29069767441860467,2.4703347900335997
CHEMBL236_Ki,mondrian_rfstd,0.75,noncliff,1212,0.12293729372937294,0.0008250825082508251,0.12376237623762376,2.4031420523294886
CHEMBL236_Ki,mondrian_rfstd,0.75,all,1298,0.13405238828967642,0.0007704160246533128,0.13482280431432975,2.4075939594500997
CHEMBL236_Ki,mondrian_rfstd,0.9,cliff,44,0.36363636363636365,0.0,0.36363636363636365,2.528614126597351
CHEMBL236_Ki,mondrian_rfstd,0.9,noncliff,480,0.18333333333333332,0.0,0.18333333333333332,2.4901649774351204
CHEMBL236_Ki,mondrian_rfstd,0.9,all,524,0.1984732824427481,0.0,0.1984732824427481,2.4933935319449256
CHEMBL236_Ki,mondrian_nb,0.5,cliff,166,0.20481927710843373,0.07228915662650602,0.27710843373493976,2.258133495632722
CHEMBL236_Ki,mondrian_nb,0.5,noncliff,2540,0.07795275590551182,0.00984251968503937,0.08779527559055118,2.337563331452848
CHEMBL236_Ki,mondrian_nb,0.5,all,2706,0.08573540280857354,0.013673318551367332,0.09940872135994087,2.332690695552574
CHEMBL236_Ki,mondrian_nb,0.75,cliff,86,0.3488372093023256,0.0,0.3488372093023256,2.2575365927323627
CHEMBL236_Ki,mondrian_nb,0.75,noncliff,1212,0.14521452145214522,0.0049504950495049506,0.15016501650165018,2.3457845446700634
CHEMBL236_Ki,mondrian_nb,0.75,all,1298,0.15870570107858242,0.004622496147919877,0.1633281972265023,2.3399376079469185
CHEMBL236_Ki,mondrian_nb,0.9,cliff,44,0.45454545454545453,0.0,0.45454545454545453,2.2601748577628573
CHEMBL236_Ki,mondrian_nb,0.9,noncliff,480,0.225,0.0,0.225,2.3540820931902897
CHEMBL236_Ki,mondrian_nb,0.9,all,524,0.24427480916030533,0.0,0.24427480916030533,2.346196752810887
CHEMBL237_EC50,global,0.5,cliff,46,0.1956521739130435,0.0,0.1956521739130435,2.85451649435505
CHEMBL237_EC50,global,0.5,noncliff,921,0.07926167209554831,0.002171552660152009,0.08143322475570032,2.8546121847521366
CHEMBL237_EC50,global,0.5,all,967,0.08479834539813857,0.002068252326783868,0.08686659772492245,2.8546076327787495
CHEMBL237_EC50,global,0.75,cliff,26,0.34615384615384615,0.0,0.34615384615384615,2.8373608423783305
CHEMBL237_EC50,global,0.75,noncliff,454,0.14317180616740088,0.0,0.14317180616740088,2.8582147891567526
CHEMBL237_EC50,global,0.75,all,480,0.15416666666666667,0.0,0.15416666666666667,2.857085200372922
CHEMBL237_EC50,global,0.9,cliff,10,0.5,0.0,0.5,2.8755893423754384
CHEMBL237_EC50,global,0.9,noncliff,181,0.1712707182320442,0.0,0.1712707182320442,2.8502991520054497
CHEMBL237_EC50,global,0.9,all,191,0.18848167539267016,0.0,0.18848167539267016,2.851623245742098
CHEMBL237_EC50,mondrian_wstd,0.5,cliff,46,0.17391304347826086,0.0,0.17391304347826086,3.094132446303803
CHEMBL237_EC50,mondrian_wstd,0.5,noncliff,921,0.06514657980456026,0.004343105320304018,0.06948968512486428,3.0640312118450477
CHEMBL237_EC50,mondrian_wstd,0.5,all,967,0.0703205791106515,0.004136504653567736,0.07445708376421924,3.06546312165384
CHEMBL237_EC50,mondrian_wstd,0.75,cliff,26,0.3076923076923077,0.0,0.3076923076923077,3.001028917984775
CHEMBL237_EC50,mondrian_wstd,0.75,noncliff,454,0.11894273127753303,0.0,0.11894273127753303,3.021766276819717
CHEMBL237_EC50,mondrian_wstd,0.75,all,480,0.12916666666666668,0.0,0.12916666666666668,3.0206430032161578
CHEMBL237_EC50,mondrian_wstd,0.9,cliff,10,0.6,0.0,0.6,2.7872894047277246
CHEMBL237_EC50,mondrian_wstd,0.9,noncliff,181,0.14917127071823205,0.0,0.14917127071823205,2.98572489554622
CHEMBL237_EC50,mondrian_wstd,0.9,all,191,0.17277486910994763,0.0,0.17277486910994763,2.97533560283321
CHEMBL237_EC50,mondrian_rfstd,0.5,cliff,46,0.2608695652173913,0.0,0.2608695652173913,2.744885225029189
CHEMBL237_EC50,mondrian_rfstd,0.5,noncliff,921,0.0738327904451683,0.002171552660152009,0.07600434310532031,3.0104040701812265
CHEMBL237_EC50,mondrian_rfstd,0.5,all,967,0.0827300930713547,0.002068252326783868,0.08479834539813857,2.997773390887542
CHEMBL237_EC50,mondrian_rfstd,0.75,cliff,26,0.38461538461538464,0.0,0.38461538461538464,2.6811355932055694
CHEMBL237_EC50,mondrian_rfstd,0.75,noncliff,454,0.13656387665198239,0.0,0.13656387665198239,2.9786659709628966
CHEMBL237_EC50,mondrian_rfstd,0.75,all,480,0.15,0.0,0.15,2.9625497421677083
CHEMBL237_EC50,mondrian_rfstd,0.9,cliff,10,0.6,0.0,0.6,2.5459954358757453
CHEMBL237_EC50,mondrian_rfstd,0.9,noncliff,181,0.1712707182320442,0.0,0.1712707182320442,2.8834706670176424
CHEMBL237_EC50,mondrian_rfstd,0.9,all,191,0.193717277486911,0.0,0.193717277486911,2.8658018067484328
CHEMBL237_EC50,mondrian_nb,0.5,cliff,46,0.17391304347826086,0.0,0.17391304347826086,3.093034137729709
CHEMBL237_EC50,mondrian_nb,0.5,noncliff,921,0.07166123778501629,0.0054288816503800215,0.07709011943539631,2.9966877743634632
CHEMBL237_EC50,mondrian_nb,0.5,all,967,0.07652533609100311,0.005170630816959669,0.08169596690796277,3.0012709519382796
CHEMBL237_EC50,mondrian_nb,0.75,cliff,26,0.3076923076923077,0.0,0.3076923076923077,3.027205780813342
CHEMBL237_EC50,mondrian_nb,0.75,noncliff,454,0.1277533039647577,0.0,0.1277533039647577,2.9531807425888945
CHEMBL237_EC50,mondrian_nb,0.75,all,480,0.1375,0.0,0.1375,2.957190432159386
CHEMBL237_EC50,mondrian_nb,0.9,cliff,10,0.6,0.0,0.6,2.9842595145842528
CHEMBL237_EC50,mondrian_nb,0.9,noncliff,181,0.18232044198895028,0.0,0.18232044198895028,2.8979165499567494
CHEMBL237_EC50,mondrian_nb,0.9,all,191,0.20418848167539266,0.0,0.20418848167539266,2.902437124021017
CHEMBL237_Ki,global,0.5,cliff,153,0.1895424836601307,0.0718954248366013,0.26143790849673204,2.4232166347988233
CHEMBL237_Ki,global,0.5,noncliff,2449,0.08534095549203756,0.018783176806859942,0.10412413229889751,2.4321348931413125
CHEMBL237_Ki,global,0.5,all,2602,0.09146810146041506,0.021906225980015372,0.11337432744043044,2.4316104913248626
CHEMBL237_Ki,global,0.75,cliff,85,0.25882352941176473,0.0,0.25882352941176473,2.421082978748646
CHEMBL237_Ki,global,0.75,noncliff,1215,0.13333333333333333,0.0024691358024691358,0.13580246913580246,2.4322114175339307
CHEMBL237_Ki,global,0.75,all,1300,0.14153846153846153,0.002307692307692308,0.14384615384615385,2.431483788844124
CHEMBL237_Ki,global,0.9,cliff,38,0.39473684210526316,0.0,0.39473684210526316,2.4270581757553082
CHEMBL237_Ki,global,0.9,noncliff,483,0.18012422360248448,0.0,0.18012422360248448,2.428299900404638
CHEMBL237_Ki,global,0.9,all,521,0.19577735124760076,0.0,0.19577735124760076,2.428209333155743
CHEMBL237_Ki,mondrian_wstd,0.5,cliff,153,0.17647058823529413,0.0784313725490196,0.2549019607843137,2.522670574014746
CHEMBL237_Ki,mondrian_wstd,0.5,noncliff,2449,0.08860759493670886,0.01796651694569212,0.10657411188240098,2.467115907615822
CHEMBL237_Ki,mondrian_wstd,0.5,all,2602,0.09377401998462721,0.021521906225980016,0.11529592621060722,2.470382573241893
CHEMBL237_Ki,mondrian_wstd,0.75,cliff,85,0.24705882352941178,0.011764705882352941,0.25882352941176473,2.544574862088431
CHEMBL237_Ki,mondrian_wstd,0.75,noncliff,1215,0.1325102880658436,0.0049382716049382715,0.1374485596707819,2.488048050249724
CHEMBL237_Ki,mondrian_wstd,0.75,all,1300,0.14,0.005384615384615384,0.1453846153846154,2.4917440341007167
CHEMBL237_Ki,mondrian_wstd,0.9,cliff,38,0.34210526315789475,0.0,0.34210526315789475,2.611413113936183
CHEMBL237_Ki,mondrian_wstd,0.9,noncliff,483,0.17391304347826086,0.0,0.17391304347826086,2.5113971799216452
CHEMBL237_Ki,mondrian_wstd,0.9,all,521,0.18618042226487524,0.0,0.18618042226487524,2.5186920081223216
CHEMBL237_Ki,mondrian_rfstd,0.5,cliff,153,0.13725490196078433,0.08496732026143791,0.2222222222222222,2.5646448845193435
CHEMBL237_Ki,mondrian_rfstd,0.5,noncliff,2449,0.07921600653327888,0.0208248264597795,0.1000408329930584,2.4763672598394533
CHEMBL237_Ki,mondrian_rfstd,0.5,all,2602,0.08262874711760185,0.024596464258262875,0.10722521137586472,2.481558065595035
CHEMBL237_Ki,mondrian_rfstd,0.75,cliff,85,0.18823529411764706,0.023529411764705882,0.21176470588235294,2.590710103065076
CHEMBL237_Ki,mondrian_rfstd,0.75,noncliff,1215,0.11275720164609053,0.00905349794238683,0.12181069958847737,2.497655157649557
CHEMBL237_Ki,mondrian_rfstd,0.75,all,1300,0.1176923076923077,0.01,0.1276923076923077,2.503739519465187
CHEMBL237_Ki,mondrian_rfstd,0.9,cliff,38,0.2894736842105263,0.0,0.2894736842105263,2.5398648320643806
CHEMBL237_Ki,mondrian_rfstd,0.9,noncliff,483,0.15113871635610765,0.0,0.15113871635610765,2.471379421699217
CHEMBL237_Ki,mondrian_rfstd,0.9,all,521,0.16122840690978887,0.0,0.16122840690978887,2.476374518808384
CHEMBL237_Ki,mondrian_nb,0.5,cliff,153,0.20261437908496732,0.0784313725490196,0.28104575163398693,2.3598653432847954
CHEMBL237_Ki,mondrian_nb,0.5,noncliff,2449,0.08084932625561454,0.024091465904450795,0.10494079216006533,2.4324539599018213
CHEMBL237_Ki,mondrian_nb,0.5,all,2602,0.08800922367409685,0.027286702536510377,0.11529592621060722,2.4281856822913657
CHEMBL237_Ki,mondrian_nb,0.75,cliff,85,0.29411764705882354,0.011764705882352941,0.3058823529411765,2.322484836517346
CHEMBL237_Ki,mondrian_nb,0.75,noncliff,1215,0.12674897119341563,0.006584362139917695,0.13333333333333333,2.4252145686566076
CHEMBL237_Ki,mondrian_nb,0.75,all,1300,0.1376923076923077,0.006923076923076923,0.14461538461538462,2.418497624632117
CHEMBL237_Ki,mondrian_nb,0.9,cliff,38,0.5,0.0,0.5,2.3255050157833033
CHEMBL237_Ki,mondrian_nb,0.9,noncliff,483,0.17805383022774326,0.0,0.17805383022774326,2.4113130100778544
CHEMBL237_Ki,mondrian_nb,0.9,all,521,0.20153550863723607,0.0,0.20153550863723607,2.4050544615496534
CHEMBL239_EC50,global,0.5,cliff,148,0.22297297297297297,0.07432432432432433,0.2972972972972973,2.38209913838471
CHEMBL239_EC50,global,0.5,noncliff,1578,0.09062103929024082,0.0038022813688212928,0.0944233206590621,2.379066452393283
CHEMBL239_EC50,global,0.5,all,1726,0.10196987253765932,0.009849362688296639,0.11181923522595597,2.3793264973102772
CHEMBL239_EC50,global,0.75,cliff,82,0.3902439024390244,0.024390243902439025,0.4146341463414634,2.3767190212660334
CHEMBL239_EC50,global,0.75,noncliff,783,0.1685823754789272,0.001277139208173691,0.1698595146871009,2.3779112159776474
CHEMBL239_EC50,global,0.75,all,865,0.18959537572254334,0.003468208092485549,0.1930635838150289,2.3777981986755066
CHEMBL239_EC50,global,0.9,cliff,44,0.5454545454545454,0.0,0.5454545454545454,2.389916403712813
CHEMBL239_EC50,global,0.9,noncliff,308,0.3116883116883117,0.0,0.3116883116883117,2.374862919842414
CHEMBL239_EC50,global,0.9,all,352,0.3409090909090909,0.0,0.3409090909090909,2.376744605326214
CHEMBL239_EC50,mondrian_wstd,0.5,cliff,148,0.1891891891891892,0.0472972972972973,0.23648648648648649,2.7563483185325257
CHEMBL239_EC50,mondrian_wstd,0.5,noncliff,1578,0.0741444866920152,0.0038022813688212928,0.0779467680608365,2.5538429141551475
CHEMBL239_EC50,mondrian_wstd,0.5,all,1726,0.08400926998841252,0.007531865585168019,0.09154113557358054,2.5712072246116087
CHEMBL239_EC50,mondrian_wstd,0.75,cliff,82,0.32926829268292684,0.012195121951219513,0.34146341463414637,2.729590814643088
CHEMBL239_EC50,mondrian_wstd,0.75,noncliff,783,0.13282247765006386,0.001277139208173691,0.13409961685823754,2.6570426297784686
CHEMBL239_EC50,mondrian_wstd,0.75,all,865,0.15144508670520232,0.0023121387283236996,0.15375722543352602,2.6639200299621666
CHEMBL239_EC50,mondrian_wstd,0.9,cliff,44,0.5,0.0,0.5,2.7293064758073093
CHEMBL239_EC50,mondrian_wstd,0.9,noncliff,308,0.2435064935064935,0.0,0.2435064935064935,2.6836027797928605
CHEMBL239_EC50,mondrian_wstd,0.9,all,352,0.2755681818181818,0.0,0.2755681818181818,2.6893157417946667
CHEMBL239_EC50,mondrian_rfstd,0.5,cliff,148,0.25675675675675674,0.06756756756756757,0.32432432432432434,2.442292001884247
CHEMBL239_EC50,mondrian_rfstd,0.5,noncliff,1578,0.08935361216730038,0.0063371356147021544,0.09569074778200254,2.3329792985929534
CHEMBL239_EC50,mondrian_rfstd,0.5,all,1726,0.1037079953650058,0.011587485515643106,0.11529548088064889,2.3423525779018246
CHEMBL239_EC50,mondrian_rfstd,0.75,cliff,82,0.4024390243902439,0.012195121951219513,0.4146341463414634,2.493510333029085
CHEMBL239_EC50,mondrian_rfstd,0.75,noncliff,783,0.16091954022988506,0.001277139208173691,0.16219667943805874,2.3822790798506617
CHEMBL239_EC50,mondrian_rfstd,0.75,all,865,0.1838150289017341,0.0023121387283236996,0.1861271676300578,2.392823545469888
CHEMBL239_EC50,mondrian_rfstd,0.9,cliff,44,0.5454545454545454,0.0,0.5454545454545454,2.542917098078813
CHEMBL239_EC50,mondrian_rfstd,0.9,noncliff,308,0.29545454545454547,0.0,0.29545454545454547,2.3791930490454183
CHEMBL239_EC50,mondrian_rfstd,0.9,all,352,0.32670454545454547,0.0,0.32670454545454547,2.3996585551745926
CHEMBL239_EC50,mondrian_nb,0.5,cliff,148,0.21621621621621623,0.06756756756756757,0.28378378378378377,2.404968670110724
CHEMBL239_EC50,mondrian_nb,0.5,noncliff,1578,0.07984790874524715,0.0063371356147021544,0.08618504435994931,2.4727172416530716
CHEMBL239_EC50,mondrian_nb,0.5,all,1726,0.09154113557358054,0.011587485515643106,0.10312862108922363,2.4669079782763235
CHEMBL239_EC50,mondrian_nb,0.75,cliff,82,0.36585365853658536,0.024390243902439025,0.3902439024390244,2.4250233031192265
CHEMBL239_EC50,mondrian_nb,0.75,noncliff,783,0.14942528735632185,0.001277139208173691,0.15070242656449553,2.470366597699386
CHEMBL239_EC50,mondrian_nb,0.75,all,865,0.1699421965317919,0.003468208092485549,0.17341040462427745,2.466068158213174
CHEMBL239_EC50,mondrian_nb,0.9,cliff,44,0.5227272727272727,0.0,0.5227272727272727,2.4240892234357982
CHEMBL239_EC50,mondrian_nb,0.9,noncliff,308,0.288961038961039,0.0,0.288961038961039,2.4669403616557295
CHEMBL239_EC50,mondrian_nb,0.9,all,352,0.3181818181818182,0.0,0.3181818181818182,2.4615839693782378
CHEMBL244_Ki,global,0.5,cliff,144,0.24305555555555555,0.034722222222222224,0.2777777777777778,2.603520434377647
CHEMBL244_Ki,global,0.5,noncliff,2964,0.07051282051282051,0.012145748987854251,0.08265856950067477,2.597047453037773
CHEMBL244_Ki,global,0.5,all,3108,0.07850707850707851,0.013191763191763193,0.0916988416988417,2.5973473595091185
CHEMBL244_Ki,global,0.75,cliff,59,0.2711864406779661,0.0,0.2711864406779661,2.620469073247847
CHEMBL244_Ki,global,0.75,noncliff,1513,0.0898876404494382,0.0026437541308658294,0.09253139458030403,2.595126144479174
CHEMBL244_Ki,global,0.75,all,1572,0.09669211195928754,0.002544529262086514,0.09923664122137404,2.596077310380797
CHEMBL244_Ki,global,0.9,cliff,30,0.4,0.0,0.4,2.6219469927978745
CHEMBL244_Ki,global,0.9,noncliff,591,0.116751269035533,0.0,0.116751269035533,2.5995960259076254
CHEMBL244_Ki,global,0.9,all,621,0.13043478260869565,0.0,0.13043478260869565,2.600675782762227
CHEMBL244_Ki,mondrian_wstd,0.5,cliff,144,0.2013888888888889,0.0625,0.2638888888888889,2.8988776522407798
CHEMBL244_Ki,mondrian_wstd,0.5,noncliff,2964,0.06612685560053981,0.014507422402159244,0.08063427800269905,2.636586250576362
CHEMBL244_Ki,mondrian_wstd,0.5,all,3108,0.07239382239382239,0.01673101673101673,0.08912483912483912,2.6487387479507754
CHEMBL244_Ki,mondrian_wstd,0.75,cliff,59,0.2033898305084746,0.0,0.2033898305084746,3.0528201108652007
CHEMBL244_Ki,mondrian_wstd,0.75,noncliff,1513,0.08261731658955718,0.0013218770654329147,0.08393919365499009,2.5776654134851724
CHEMBL244_Ki,mondrian_wstd,0.75,all,1572,0.0871501272264631,0.001272264631043257,0.08842239185750636,2.595498827699817
CHEMBL244_Ki,mondrian_wstd,0.9,cliff,30,0.3333333333333333,0.0,0.3333333333333333,2.9892480783600153
CHEMBL244_Ki,mondrian_wstd,0.9,noncliff,591,0.11336717428087986,0.0,0.11336717428087986,2.507329638712608
CHEMBL244_Ki,mondrian_wstd,0.9,all,621,0.12399355877616747,0.0,0.12399355877616747,2.5306107227535453
CHEMBL244_Ki,mondrian_rfstd,0.5,cliff,144,0.2638888888888889,0.06944444444444445,0.3333333333333333,2.555285219192978
CHEMBL244_Ki,mondrian_rfstd,0.5,noncliff,2964,0.06174089068825911,0.022267206477732792,0.0840080971659919,2.456713251908652
CHEMBL244_Ki,mondrian_rfstd,0.5,all,3108,0.07110682110682111,0.02445302445302445,0.09555984555984556,2.4612802928639104
CHEMBL244_Ki,mondrian_rfstd,0.75,cliff,59,0.2542372881355932,0.01694915254237288,0.2711864406779661,2.6661589662899945
CHEMBL244_Ki,mondrian_rfstd,0.75,noncliff,1513,0.07534699272967614,0.007931262392597489,0.08327825512227363,2.3345714578608217
CHEMBL244_Ki,mondrian_rfstd,0.75,all,1572,0.08206106870229007,0.00826972010178117,0.09033078880407125,2.347016536103393
CHEMBL244_Ki,mondrian_rfstd,0.9,cliff,30,0.4,0.0,0.4,2.5862836520762498
CHEMBL244_Ki,mondrian_rfstd,0.9,noncliff,591,0.1116751269035533,0.0,0.1116751269035533,2.2769593158458665
CHEMBL244_Ki,mondrian_rfstd,0.9,all,621,0.12560386473429952,0.0,0.12560386473429952,2.291902520494677
CHEMBL244_Ki,mondrian_nb,0.5,cliff,144,0.2847222222222222,0.041666666666666664,0.3263888888888889,2.558651484260748
CHEMBL244_Ki,mondrian_nb,0.5,noncliff,2964,0.06174089068825911,0.013157894736842105,0.07489878542510121,2.6665870793205286
CHEMBL244_Ki,mondrian_nb,0.5,all,3108,0.07207207207207207,0.01447876447876448,0.08655083655083655,2.661586202329342
CHEMBL244_Ki,mondrian_nb,0.75,cliff,59,0.3050847457627119,0.0,0.3050847457627119,2.581264288942143
CHEMBL244_Ki,mondrian_nb,0.75,noncliff,1513,0.07666886979510905,0.003304692663582287,0.07997356245869135,2.636769006579835
CHEMBL244_Ki,mondrian_nb,0.75,all,1572,0.08524173027989822,0.0031806615776081423,0.08842239185750636,2.6346858142511937
CHEMBL244_Ki,mondrian_nb,0.9,cliff,30,0.4,0.0,0.4,2.5737679222495236
CHEMBL244_Ki,mondrian_nb,0.9,noncliff,591,0.10998307952622674,0.0,0.10998307952622674,2.6126766269817825
CHEMBL244_Ki,mondrian_nb,0.9,all,621,0.12399355877616747,0.0,0.12399355877616747,2.6107969794101757
CHEMBL264_Ki,global,0.5,cliff,79,0.12658227848101267,0.0,0.12658227848101267,2.2930061026239015
CHEMBL264_Ki,global,0.5,noncliff,2833,0.06494881750794211,0.0031768443346276033,0.06812566184256971,2.271263714772692
CHEMBL264_Ki,global,0.5,all,2912,0.06662087912087912,0.0030906593406593405,0.06971153846153846,2.271853566640908
CHEMBL264_Ki,global,0.75,cliff,38,0.18421052631578946,0.0,0.18421052631578946,2.2980274724510714
CHEMBL264_Ki,global,0.75,noncliff,1395,0.09175627240143369,0.0,0.09175627240143369,2.272331712398778
CHEMBL264_Ki,global,0.75,all,1433,0.0942079553384508,0.0,0.0942079553384508,2.273013107292
CHEMBL264_Ki,global,0.9,cliff,5,0.2,0.0,0.2,2.229329206196385
CHEMBL264_Ki,global,0.9,noncliff,573,0.1099476439790576,0.0,0.1099476439790576,2.2742095893809244
CHEMBL264_Ki,global,0.9,all,578,0.11072664359861592,0.0,0.11072664359861592,2.273821350772061
CHEMBL264_Ki,mondrian_wstd,0.5,cliff,79,0.1518987341772152,0.0379746835443038,0.189873417721519,2.4255930698492816
CHEMBL264_Ki,mondrian_wstd,0.5,noncliff,2833,0.06918460995411224,0.004941757853865161,0.0741263678079774,2.23386918014209
CHEMBL264_Ki,mondrian_wstd,0.5,all,2912,0.07142857142857142,0.005837912087912088,0.07726648351648352,2.239070480721372
CHEMBL264_Ki,mondrian_wstd,0.75,cliff,38,0.15789473684210525,0.0,0.15789473684210525,2.4325060164200085
CHEMBL264_Ki,mondrian_wstd,0.75,noncliff,1395,0.1010752688172043,0.0,0.1010752688172043,2.2386738078119355
CHEMBL264_Ki,mondrian_wstd,0.75,all,1433,0.10258199581297976,0.0,0.10258199581297976,2.2438138105524144
CHEMBL264_Ki,mondrian_wstd,0.9,cliff,5,0.2,0.0,0.2,2.5326131053387613
CHEMBL264_Ki,mondrian_wstd,0.9,noncliff,573,0.10645724258289703,0.0,0.10645724258289703,2.227752506290348
CHEMBL264_Ki,mondrian_wstd,0.9,all,578,0.10726643598615918,0.0,0.10726643598615918,2.2303897087042617
