dataset,seed,k,auc_fail,auc_cliffB,misalign,d_cov_cliffB_pp,d_cov_cliffA_pp,cov_cliffB,cov_cliffA,n_cliffB,n_cliffA
CHEMBL214_Ki,99182118,50,0.7117134856042706,0.5155099894847529,0.1962034961195177,0.0,0.0,0.6,0.673469387755102,30,49
CHEMBL214_Ki,99182118,100,0.692745252472215,0.5291272344900105,0.16361801798220443,0.0,-2.0408163265306145,0.6,0.6530612244897959,30,49
CHEMBL214_Ki,99182118,200,0.7060033254572504,0.5274447949526814,0.17855853050456905,3.3333333333333326,0.0,0.6333333333333333,0.673469387755102,30,49
CHEMBL214_Ki,89709943,2,0.5464383875400824,0.40246525960811674,0.1439731279319657,3.703703703703709,4.081632653061218,0.7037037037037037,0.7755102040816326,27,49
CHEMBL214_Ki,89709943,5,0.652084287677508,0.3694691551834409,0.2826151324940671,-3.703703703703698,0.0,0.6296296296296297,0.7346938775510204,27,49
CHEMBL214_Ki,89709943,10,0.670659642693541,0.3867666724809582,0.28389297021258275,-7.4074074074074066,-2.0408163265306145,0.5925925925925926,0.7142857142857143,27,49
CHEMBL214_Ki,89709943,25,0.6980531378836463,0.4224082795511367,0.2756448583325096,0.0,0.0,0.6666666666666666,0.7346938775510204,27,49
CHEMBL214_Ki,89709943,50,0.7127118644067797,0.37630094772951916,0.33641091667726053,-7.4074074074074066,0.0,0.5925925925925926,0.7346938775510204,27,49
CHEMBL214_Ki,89709943,100,0.7021759047182776,0.38810395953253096,0.31407194518574666,-11.111111111111105,-6.1224489795918435,0.5555555555555556,0.673469387755102,27,49
CHEMBL214_Ki,89709943,200,0.7095281722400366,0.38915053200767485,0.32037764023236176,-11.111111111111105,-4.081632653061229,0.5555555555555556,0.6938775510204082,27,49
CHEMBL214_Ki,86921808,2,0.5858025046506722,0.5482215585120825,0.037580946138589644,3.4482758620689613,6.382978723404253,0.6551724137931034,0.7659574468085106,29,47
CHEMBL214_Ki,86921808,5,0.6594557275185547,0.4635351615530817,0.19592056596547303,6.896551724137934,6.382978723404253,0.6896551724137931,0.7659574468085106,29,47
CHEMBL214_Ki,86921808,10,0.6642118788715647,0.5385283736084714,0.12568350526309335,17.24137931034483,14.893617021276595,0.7931034482758621,0.851063829787234,29,47
CHEMBL214_Ki,86921808,25,0.7461212435034424,0.5088243279934835,0.2372969155099589,13.793103448275856,12.765957446808507,0.7586206896551724,0.8297872340425532,29,47
CHEMBL214_Ki,86921808,50,0.7628444853575743,0.47988053217485743,0.2829639531827169,13.793103448275856,12.765957446808507,0.7586206896551724,0.8297872340425532,29,47
CHEMBL214_Ki,86921808,100,0.7512034213604895,0.49970133043714365,0.2515020909233458,10.344827586206895,10.638297872340418,0.7241379310344828,0.8085106382978723,29,47
CHEMBL214_Ki,86921808,200,0.7582992923307059,0.496606027694814,0.26169326463589193,0.0,4.255319148936165,0.6206896551724138,0.7446808510638298,29,47
CHEMBL214_Ki,89165191,2,0.5735222276502199,0.5505834651898734,0.02293876246034643,0.0,0.0,0.65625,0.7735849056603774,32,53
CHEMBL214_Ki,89165191,5,0.6389741084513922,0.5303846914556962,0.10858941699569602,3.125,0.0,0.6875,0.7735849056603774,32,53
CHEMBL214_Ki,89165191,10,0.7057840742550073,0.5825998813291139,0.12318419292589344,0.0,-1.8867924528301883,0.65625,0.7547169811320755,32,53
