seed,method,bin_var,bin,bin_lo,bin_hi,n,k,coverage,ci_lo,ci_hi,dataset
86921808,mondrian_rfstd,worst_d_wstd,4,0.9312926656577635,inf,143,131,0.916083916083916,0.8590517953052086,0.9513460375391865,CHEMBL233_Ki
86921808,mondrian_rfstd,worst_rf_std,0,-inf,0.4505025767063688,126,109,0.8650793650793651,0.794530173232168,0.9140262527014648,CHEMBL233_Ki
86921808,mondrian_rfstd,worst_rf_std,1,0.4505025767063688,0.5870335648329986,126,119,0.9444444444444444,0.8897591867415384,0.9728312448298406,CHEMBL233_Ki
86921808,mondrian_rfstd,worst_rf_std,2,0.5870335648329986,0.7381500357116081,125,107,0.856,0.7838403899326721,0.9069310497469995,CHEMBL233_Ki
86921808,mondrian_rfstd,worst_rf_std,3,0.7381500357116081,0.9015226190848161,126,108,0.8571428571428571,0.7854668219109349,0.9076862034589233,CHEMBL233_Ki
86921808,mondrian_rfstd,worst_rf_std,4,0.9015226190848161,inf,126,119,0.9444444444444444,0.8897591867415384,0.9728312448298406,CHEMBL233_Ki
89165191,global,worst_d_wstd,0,-inf,0.3785385303990853,122,105,0.860655737704918,0.788147237854136,0.9111453547832974,CHEMBL233_Ki
89165191,global,worst_d_wstd,1,0.3785385303990853,0.6030900602300723,122,110,0.9016393442622951,0.8359226807162072,0.942834979266389,CHEMBL233_Ki
89165191,global,worst_d_wstd,2,0.6030900602300723,0.7520390872700972,121,112,0.9256198347107438,0.8646691146497353,0.9603773160230725,CHEMBL233_Ki
89165191,global,worst_d_wstd,3,0.7520390872700972,0.9504883218859782,122,107,0.8770491803278688,0.8070223510127791,0.9240562685627193,CHEMBL233_Ki
89165191,global,worst_d_wstd,4,0.9504883218859782,inf,142,117,0.823943661971831,0.7530115194452803,0.8778104755068553,CHEMBL233_Ki
89165191,global,worst_rf_std,0,-inf,0.4584344880549168,126,124,0.9841269841269841,0.9439712362150748,0.9956361981751772,CHEMBL233_Ki
89165191,global,worst_rf_std,1,0.4584344880549168,0.6022938027867528,126,116,0.9206349206349206,0.8600591015126653,0.9563211283673898,CHEMBL233_Ki
89165191,global,worst_rf_std,2,0.6022938027867528,0.7588152968418523,125,120,0.96,0.9097744468602555,0.9827953909280842,CHEMBL233_Ki
89165191,global,worst_rf_std,3,0.7588152968418523,0.9514163326347356,126,105,0.8333333333333334,0.7586147124827934,0.888328111195741,CHEMBL233_Ki
89165191,global,worst_rf_std,4,0.9514163326347356,inf,126,86,0.6825396825396826,0.5968908173836057,0.7573873955832108,CHEMBL233_Ki
89165191,mondrian_pair,worst_d_wstd,0,-inf,0.3785385303990853,122,106,0.8688524590163934,0.7975497130263897,0.9176358930800762,CHEMBL233_Ki
89165191,mondrian_pair,worst_d_wstd,1,0.3785385303990853,0.6030900602300723,122,109,0.8934426229508197,0.826201642634992,0.9366630038785716,CHEMBL233_Ki
89165191,mondrian_pair,worst_d_wstd,2,0.6030900602300723,0.7520390872700972,121,113,0.9338842975206612,0.8749464696996738,0.9661202800153244,CHEMBL233_Ki
89165191,mondrian_pair,worst_d_wstd,3,0.7520390872700972,0.9504883218859782,122,104,0.8524590163934426,0.7788100522620708,0.9045895269063299,CHEMBL233_Ki
