dataset,seed,group_def,side,n,rf_std_mean,d_wstd_mean,d_std_mean,d_nb_mean,d_nn_sim_mean,d_pair_gap_mean
CHEMBL214_Ki,73489431,cliffB_oracle,cliff,20,0.682653330535912,0.7514993041790745,0.7535764374159353,20.35,0.9294114584941673,1.4739484872200044
CHEMBL214_Ki,73489431,cliffB_oracle,noncliff,644,0.6548394171037838,0.5366009537889115,0.5412163855936942,11.93944099378882,0.7610463594466027,0.4799436737012214
CHEMBL214_Ki,73489431,cliffA,cliff,40,0.6239168160648619,0.7454996866200877,0.7501158057498627,20.2,0.9001272737546386,1.5013779050585196
CHEMBL214_Ki,73489431,cliffA,noncliff,624,0.6577131067034624,0.5296404352547026,0.5341687427638454,11.679487179487179,0.7572797477975973,0.4463262490475094
CHEMBL214_Ki,72441423,cliffB_oracle,cliff,24,0.6575719035214314,0.7894435494598268,0.7967156447961253,18.0,0.9183629024878236,1.196723337514206
CHEMBL214_Ki,72441423,cliffB_oracle,noncliff,640,0.6774345485932465,0.573773429374199,0.5775868219665512,11.9984375,0.7722978505781521,0.5018988105288791
CHEMBL214_Ki,72441423,cliffA,cliff,48,0.6608636425667753,0.7711258945044995,0.7744335509701491,17.9375,0.8819550130190749,1.1857145398330033
CHEMBL214_Ki,72441423,cliffA,noncliff,616,0.6779519187353684,0.5662218732332509,0.5702238145073897,11.769480519480519,0.7692082503121905,0.4756855534526614
CHEMBL214_Ki,47096259,cliffB_oracle,cliff,33,0.7053041212172338,0.7293553320017767,0.7254964373150932,19.21212121212121,0.925738335333487,1.1544669736965412
CHEMBL214_Ki,47096259,cliffB_oracle,noncliff,631,0.6751552737313525,0.5575075197839545,0.5618387173948914,12.427892234548336,0.7740991672162693,0.5173843658640859
CHEMBL214_Ki,47096259,cliffA,cliff,51,0.6933418492388603,0.6870727211105816,0.686163105814954,17.764705882352942,0.8937264312133764,1.1727755015555654
CHEMBL214_Ki,47096259,cliffA,noncliff,613,0.6752652192715665,0.5558922655348685,0.5602183052361733,12.34910277324633,0.7722079639128481,0.4971539876229857
CHEMBL214_Ki,87118625,cliffB_oracle,cliff,33,0.6467777803624768,0.766210057274888,0.7667395160915795,15.93939393939394,0.9142716269337046,1.4486516364487674
CHEMBL214_Ki,87118625,cliffB_oracle,noncliff,631,0.6647580158955474,0.5553355829335576,0.5581165680190963,11.740095087163233,0.7716371532987941,0.5474869995539375
CHEMBL214_Ki,87118625,cliffA,cliff,45,0.6145452121114112,0.7509394145624986,0.7507317102828239,17.444444444444443,0.9077312324627226,1.499396555672941
CHEMBL214_Ki,87118625,cliffA,noncliff,619,0.6674498226769606,0.5521298181160995,0.5550154826008774,11.549273021001616,0.7691722908076206,0.5263278767626196
CHEMBL214_Ki,58055701,cliffB_oracle,cliff,28,0.7202395706215085,0.798731492092653,0.7858603343827939,18.785714285714285,0.9374865605952083,1.477190976793614
CHEMBL214_Ki,58055701,cliffB_oracle,noncliff,636,0.6356734182558833,0.5757281634504543,0.5804640693097347,12.14622641509434,0.7754755674039013,0.5080111037187496
CHEMBL214_Ki,58055701,cliffA,cliff,49,0.636874681014668,0.7265120170611653,0.7207623104884787,19.816326530612244,0.9024593352899448,1.391679194016949
CHEMBL214_Ki,58055701,cliffA,noncliff,615,0.6394278741763013,0.5737135232656949,0.5784860439651699,11.83739837398374,0.7725074392048528,0.4817302907455536
CHEMBL214_Ki,20237956,cliffB_oracle,cliff,28,0.6612760047204149,0.7558491886374844,0.744563496274723,17.071428571428573,0.935265226633498,1.068128901518168
CHEMBL214_Ki,20237956,cliffB_oracle,noncliff,636,0.6401074245642975,0.5352744710552552,0.5396451665372328,12.378930817610064,0.7707211459115696,0.47111756055078496
CHEMBL214_Ki,20237956,cliffA,cliff,56,0.6804989525507629,0.7119007155412832,0.7042460653295513,14.910714285714286,0.8781334364727587,1.1461733059388375
CHEMBL214_Ki,20237956,cliffA,noncliff,608,0.6373620210727338,0.528745512181942,0.5335292841124172,12.361842105263158,0.7682468857864156,0.43643531680959385
CHEMBL214_Ki,27734996,cliffB_oracle,cliff,25,0.7227524913055252,0.7617835653693106,0.7484413409053096,20.6,0.9280647608755682,1.4742003927667902
CHEMBL214_Ki,27734996,cliffB_oracle,noncliff,639,0.672824007051587,0.5506764958756982,0.5553464225401878,11.935837245696401,0.7745756414791654,0.5247052468612826
CHEMBL214_Ki,27734996,cliffA,cliff,49,0.6683830394646896,0.6742440376937348,0.6693220133958186,17.224489795918366,0.8904549742335093,1.3148555161496507
CHEMBL214_Ki,27734996,cliffA,noncliff,615,0.6752074534224916,0.5493083043057274,0.5540129172711775,11.866666666666667,0.7713346919720302,0.5003475484100756
CHEMBL236_Ki,71339737,cliffB_oracle,cliff,30,0.725589445370257,0.9082852365278532,0.9187487818035319,28.166666666666668,0.8977212820254292,1.3411751663397857
CHEMBL236_Ki,71339737,cliffB_oracle,noncliff,489,0.6581878298049169,0.6981909817890768,0.705060118062285,20.938650306748468,0.7863660565712982,0.7542685514095429
CHEMBL236_Ki,71339737,cliffA,cliff,59,0.6736996063321964,0.8963270852259815,0.9092485042133679,27.372881355932204,0.8932392993891671,1.4530238819517276
CHEMBL236_Ki,71339737,cliffA,noncliff,460,0.6605940333958965,0.6861659762966347,0.6924787455830964,20.58478260869565,0.7797480553154268,0.7029221034658872
CHEMBL236_Ki,99182118,cliffB_oracle,cliff,19,0.8570415568204787,1.019962416585378,1.0283193305038238,25.36842105263158,0.9008116190910584,1.896542867764406
CHEMBL236_Ki,99182118,cliffB_oracle,noncliff,500,0.6410807362559922,0.7211272987286228,0.729302899064303,22.314,0.8029642246827368,0.8713777544903278
CHEMBL236_Ki,99182118,cliffA,cliff,48,0.7373162444410509,0.9735336791140773,0.9909770785900694,28.479166666666668,0.8945385324081864,1.7371060068198039
CHEMBL236_Ki,99182118,cliffA,noncliff,471,0.6399850912407957,0.7071019413882667,0.7143158654697802,21.808917197452228,0.797438154362337,0.8245055273998664
CHEMBL236_Ki,89709943,cliffB_oracle,cliff,21,0.7520584592565053,0.8987854450844182,0.9105090551978198,20.904761904761905,0.8941109866467469,1.3623078971418414
CHEMBL236_Ki,89709943,cliffB_oracle,noncliff,498,0.6550068201599497,0.7109620560615741,0.7177016786098596,21.947791164658636,0.7875629696079476,0.7912375825434543
CHEMBL236_Ki,89709943,cliffA,cliff,46,0.7137103894422127,0.8537043866735011,0.8638288914552319,27.52173913043478,0.8829635886517255,1.3507049522885788
CHEMBL236_Ki,89709943,cliffA,noncliff,473,0.6536066515215642,0.7052499514021648,0.7118783738548706,21.35940803382664,0.7828768691325686,0.7621825668950196
CHEMBL236_Ki,86921808,cliffB_oracle,cliff,26,0.7350821264548881,0.9905153075548226,1.0023703300609028,24.346153846153847,0.8933032767434292,1.31001774392198
CHEMBL236_Ki,86921808,cliffB_oracle,noncliff,493,0.6397359756887516,0.6945517427667156,0.7008230264853792,22.537525354969574,0.787088184218544,0.7714229824763854
CHEMBL236_Ki,86921808,cliffA,cliff,54,0.6928358334638584,0.9590017636396461,0.9712677949868446,29.38888888888889,0.8840870549326328,1.527971853942378
CHEMBL236_Ki,86921808,cliffA,noncliff,465,0.6389007232157705,0.6800467902498709,0.6859248158992217,21.843010752688173,0.7816336762605841,0.7136806700858948
CHEMBL236_Ki,89165191,cliffB_oracle,cliff,21,0.7225810739861729,0.9802598932412675,0.9916065545985143,34.285714285714285,0.9040077199920998,1.4214759849119574
CHEMBL236_Ki,89165191,cliffB_oracle,noncliff,498,0.6574294770558389,0.7199753648654977,0.7271740958950087,21.44176706827309,0.7874949375086582,0.8017347733465744
CHEMBL236_Ki,89165191,cliffA,cliff,57,0.7064533152298338,0.9976544055814067,1.009810827879279,28.87719298245614,0.8873016228404377,1.488585731828493
CHEMBL236_Ki,89165191,cliffA,noncliff,462,0.6543425176610755,0.6966905778432154,0.7034500237819082,21.10822510822511,0.7802090664260535,0.7451634763972315
CHEMBL236_Ki,34332121,cliffB_oracle,cliff,30,0.7717374238625784,0.9306203050961591,0.9431492453138829,29.166666666666668,0.8918100796460445,1.694470331517261
CHEMBL236_Ki,34332121,cliffB_oracle,noncliff,489,0.6643654286114731,0.7304887733828482,0.7377380581036687,20.94683026584867,0.7927246349800247,0.8057037077133564
CHEMBL236_Ki,34332121,cliffA,cliff,58,0.7304984653200234,0.926389206389564,0.9342171598223384,30.82758620689655,0.8912015627620441,1.7078315895137681
CHEMBL236_Ki,34332121,cliffA,noncliff,461,0.6630323347469118,0.7184746945420629,0.7260038601588785,20.238611713665943,0.7865831585868037,0.7500411948493505
CHEMBL236_Ki,57652534,cliffB_oracle,cliff,20,0.7802137426230425,0.9529414275972525,0.9500842728015957,27.95,0.9004434009949568,2.0804879176367796
CHEMBL236_Ki,57652534,cliffB_oracle,noncliff,499,0.6300417055821527,0.6909875965136922,0.6980476136714634,22.31062124248497,0.7952145034007647,0.7753580430931002
CHEMBL236_Ki,57652534,cliffA,cliff,50,0.6741568822579193,0.9039806745396348,0.9040146140762632,32.74,0.8870345066184097,1.9027500806269781
CHEMBL236_Ki,57652534,cliffA,noncliff,469,0.6317425198828553,0.6791482589215132,0.6865429816416225,21.439232409381663,0.7897737545845758,0.7108228525049972
CHEMBL236_Ki,65555877,cliffB_oracle,cliff,28,0.6654733093101635,0.858108237587085,0.8650284968138272,27.25,0.9075251492763369,1.213583364833283
CHEMBL236_Ki,65555877,cliffB_oracle,noncliff,491,0.6546934468298792,0.6984336487177237,0.7058419223079146,21.615071283095723,0.7985581383312478,0.6661812972620131
CHEMBL236_Ki,65555877,cliffA,cliff,55,0.6446016466164249,0.8400709146718368,0.8522715448260206,29.2,0.8870454360543701,1.3044778482160282
CHEMBL236_Ki,65555877,cliffA,noncliff,464,0.6565401820910601,0.6909748596410178,0.6977601129768354,21.05603448275862,0.7944778572788674,0.623554029135989
CHEMBL236_Ki,80882938,cliffB_oracle,cliff,25,0.728750321149246,0.9289454157271276,0.9414277162599356,31.8,0.8920200604246772,1.6827620839969595
CHEMBL236_Ki,80882938,cliffB_oracle,noncliff,494,0.645717474712316,0.6778243094098078,0.6842627538939517,21.012145748987855,0.7976824024287903,0.7428297827423768
CHEMBL236_Ki,80882938,cliffA,cliff,52,0.6534423723107727,0.8893261952955231,0.904568416184197,31.096153846153847,0.8970987683238778,1.6718261002451364
CHEMBL236_Ki,80882938,cliffA,noncliff,467,0.6493023280009743,0.6673352640584206,0.6730921530496337,20.466809421841543,0.7914352700362406,0.6897045129805376
CHEMBL236_Ki,62569839,cliffB_oracle,cliff,26,0.6849905842816574,0.8982219086970419,0.9042131923057651,29.153846153846153,0.8909440157486801,1.8079048173606544
CHEMBL236_Ki,62569839,cliffB_oracle,noncliff,493,0.638699992869137,0.7193074247241459,0.7249799636820183,22.154158215010142,0.7957575537270506,0.8207383700717892
CHEMBL236_Ki,62569839,cliffA,cliff,61,0.6513415015333411,0.8787215210270042,0.8926277973088669,28.34426229508197,0.8936381679526099,1.673323152784052
CHEMBL236_Ki,62569839,cliffA,noncliff,458,0.6396441486512529,0.7079595873837005,0.7125270466640755,21.72707423580786,0.7879368166908162,0.7632245182902662
CHEMBL236_Ki,69881227,cliffB_oracle,cliff,21,0.7052416551837857,0.9866121576101159,0.9981795691236411,26.523809523809526,0.9088336611984851,1.6964801333203892
CHEMBL236_Ki,69881227,cliffB_oracle,noncliff,498,0.6348374786396979,0.715438316788222,0.7212658545127707,21.283132530120483,0.7942568122302194,0.7872356993883938
CHEMBL236_Ki,69881227,cliffA,cliff,47,0.7069900171125629,0.9588063955993325,0.9697602251789343,28.893617021276597,0.8860365201984421,1.608701092096571
CHEMBL236_Ki,69881227,cliffA,noncliff,472,0.6307851871125818,0.7031128896490323,0.7086820617778321,20.758474576271187,0.790163394963754,0.7458909105224775
CHEMBL236_Ki,86624677,cliffB_oracle,cliff,17,0.8419455525347191,1.0654072177518858,1.0703103527977593,30.11764705882353,0.8992263663941752,2.0438085817043694
CHEMBL236_Ki,86624677,cliffB_oracle,noncliff,502,0.6281480903635814,0.7070233822264577,0.7139098913466664,21.593625498007967,0.792952487626268,0.8922422795896624
CHEMBL236_Ki,86624677,cliffA,cliff,43,0.7247862212082928,0.977464433458689,0.984717530221434,30.790697674418606,0.8950970515197155,1.9185820956232498
CHEMBL236_Ki,86624677,cliffA,noncliff,476,0.6270537988312006,0.695243722654003,0.7020249538425251,21.067226890756302,0.787451295480813,0.840654075905851
CHEMBL236_Ki,29635333,cliffB_oracle,cliff,19,0.6670311986147023,0.9294797367708812,0.9389613318921416,31.42105263157895,0.9055146660931669,2.1289825403261946
CHEMBL236_Ki,29635333,cliffB_oracle,noncliff,500,0.6306447126304621,0.6871790351281626,0.6934997744996538,22.17,0.7902436179793974,0.8385111803412586
CHEMBL236_Ki,29635333,cliffA,cliff,47,0.6527539225817999,0.9332418984737401,0.940211987373992,30.085106382978722,0.8783309688990061,1.8490079677897666
CHEMBL236_Ki,29635333,cliffA,noncliff,472,0.6299078701855206,0.6720787287376409,0.6784635393269063,21.75423728813559,0.7860137794131066,0.7898366185396355
CHEMBL236_Ki,73489431,cliffB_oracle,cliff,21,0.7018553696658263,0.8883503066420817,0.8912223048826582,28.333333333333332,0.8873515364457621,1.343461364217171
CHEMBL236_Ki,73489431,cliffB_oracle,noncliff,498,0.6242901437332632,0.6850728777231632,0.6920533963753019,22.162650602409638,0.7902097850237473,0.7564017994666876
CHEMBL236_Ki,73489431,cliffA,cliff,52,0.595762231346335,0.8737725376618729,0.882255065763855,32.53846153846154,0.8876723560011518,1.4097283173118715
CHEMBL236_Ki,73489431,cliffA,noncliff,467,0.6309546430666766,0.6728624012704857,0.679480841904927,21.284796573875802,0.7835400120921113,0.7100533453592155
CHEMBL236_Ki,72441423,cliffB_oracle,cliff,21,0.8489643160005413,0.9691315995897389,0.9767589607567431,29.285714285714285,0.9001033024509104,1.6724721057995862
CHEMBL236_Ki,72441423,cliffB_oracle,noncliff,498,0.6326906558952097,0.6839930851130418,0.690729900374192,20.650602409638555,0.7857864911996117,0.7269374734851604
CHEMBL236_Ki,72441423,cliffA,cliff,52,0.7864254093910841,0.9547897683104989,0.9647233221791024,28.596153846153847,0.8771150513131675,1.661116024568463
CHEMBL236_Ki,72441423,cliffA,noncliff,467,0.6252978072451594,0.665967430943204,0.6723756739469721,20.154175588865098,0.780556130198214,0.6654362799568331
CHEMBL236_Ki,47096259,cliffB_oracle,cliff,18,0.9241718663214604,0.9405350812641213,0.9376964995746374,25.38888888888889,0.8964623280630639,1.2422538080670664
CHEMBL236_Ki,47096259,cliffB_oracle,noncliff,501,0.6408763105115705,0.7038203380492575,0.7111503240237371,21.44111776447106,0.7938454326595664,0.7461690479924904
CHEMBL236_Ki,47096259,cliffA,cliff,56,0.8072677210328243,0.9647144036173988,0.9683885126904507,28.767857142857142,0.8865257015893798,1.5113604430965317
CHEMBL236_Ki,47096259,cliffA,noncliff,463,0.6317648656203994,0.680822110729372,0.6882003075672488,20.70842332613391,0.7864165638977739,0.6729051334255705
CHEMBL236_Ki,87118625,cliffB_oracle,cliff,24,0.6882121871940571,0.9473206268218403,0.96675587289555,24.166666666666668,0.9121155235666443,1.6840584325928039
CHEMBL236_Ki,87118625,cliffB_oracle,noncliff,495,0.6358016691349503,0.6733528875793287,0.6804459845357412,20.638383838383838,0.7947103915069951,0.6788779508047859
CHEMBL236_Ki,87118625,cliffA,cliff,55,0.6935767671678748,0.9043357535391352,0.9185668956446268,25.4,0.880498112301218,1.4632029274438654
CHEMBL236_Ki,87118625,cliffA,noncliff,464,0.6316642166384152,0.6593281006549143,0.666200646342713,20.25646551724138,0.7903611890487554,0.6379004892697925
CHEMBL236_Ki,58055701,cliffB_oracle,cliff,26,0.7274443502901277,0.9786884170996253,0.993917852875133,26.307692307692307,0.8941511013945469,1.5041153130531602
CHEMBL236_Ki,58055701,cliffB_oracle,noncliff,493,0.6502378782999444,0.72248862698309,0.7297862460234213,21.24949290060852,0.7887864286784617,0.7090016825697144
CHEMBL236_Ki,58055701,cliffA,cliff,64,0.6919077962135907,0.9903075117113735,1.0032317788995555,30.453125,0.8708373200667532,1.5178499059624055
CHEMBL236_Ki,58055701,cliffA,noncliff,455,0.648788413520321,0.6988335161939699,0.7057837802764052,20.243956043956043,0.7831165064251153,0.6406646893728735
CHEMBL236_Ki,20237956,cliffB_oracle,cliff,22,0.6461733486524849,0.8995109076101655,0.9074692185752711,28.0,0.9121776155968925,1.4908216521453348
CHEMBL236_Ki,20237956,cliffB_oracle,noncliff,497,0.6119498878178715,0.7184942199670837,0.7260887954594978,22.293762575452718,0.7927035784282883,0.8449883700971372
CHEMBL236_Ki,20237956,cliffA,cliff,40,0.661897092922886,0.925628486565224,0.9391986648539733,27.85,0.890518111169629,1.4611959405543398
CHEMBL236_Ki,20237956,cliffA,noncliff,479,0.6093507812086042,0.7092205054503211,0.7163171888490839,22.091858037578287,0.7899360084025462,0.8231930243492714
CHEMBL236_Ki,27734996,cliffB_oracle,cliff,25,0.7500500585486718,0.9323932392803111,0.9450109418808712,27.08,0.8976982255045765,1.7088509357108017
CHEMBL236_Ki,27734996,cliffB_oracle,noncliff,494,0.6576869613818049,0.7204344554548571,0.7270735807600701,22.410931174089068,0.789022373840572,0.8963036892264755
CHEMBL236_Ki,27734996,cliffA,cliff,44,0.714574998366468,0.9215683411677211,0.9348604263291693,28.545454545454547,0.8911166824022604,1.74008398933816
CHEMBL236_Ki,27734996,cliffA,noncliff,475,0.6572785483330607,0.7127650788334108,0.7190947747621861,22.088421052631578,0.7851881334839539,0.8609086322942524
CHEMBL204_Ki,71339737,cliffB_oracle,cliff,28,0.7185359658138836,0.8307955675580383,0.8333638199503366,19.178571428571427,0.8816242546314805,1.4501754843165704
CHEMBL204_Ki,71339737,cliffB_oracle,noncliff,523,0.7760367255832634,0.7208439442771274,0.7283181619136949,13.24282982791587,0.7805885791849924,0.5956184615733159
CHEMBL204_Ki,71339737,cliffA,cliff,48,0.7528254729396059,0.8693307915640057,0.8757416222711019,19.5,0.8747685966985591,1.4089361198927615
CHEMBL204_Ki,71339737,cliffA,noncliff,503,0.7750508783732294,0.7125812438324239,0.7198792891134304,12.97614314115308,0.7771362487193811,0.5655754179102498
CHEMBL204_Ki,99182118,cliffB_oracle,cliff,21,0.7969877025959261,0.8930396128523502,0.8926411917267193,20.428571428571427,0.886333604187997,1.550817694390241
CHEMBL204_Ki,99182118,cliffB_oracle,noncliff,530,0.8023842397569192,0.7024612713245423,0.7085331112272328,13.028301886792454,0.774915529869742,0.4845663878599409
CHEMBL204_Ki,99182118,cliffA,cliff,51,0.7185021018779134,0.8373367235703025,0.8460071957782163,20.705882352941178,0.8680488489893626,1.342566140037858
CHEMBL204_Ki,99182118,cliffA,noncliff,500,0.8107135632598159,0.696542541093164,0.7020621058329718,12.556,0.7699566415684719,0.4418329680120659
CHEMBL204_Ki,89709943,cliffB_oracle,cliff,28,0.8769621053624733,0.8844809712085617,0.8910008331740192,15.428571428571429,0.8941185515384399,1.2883002921501299
CHEMBL204_Ki,89709943,cliffB_oracle,noncliff,523,0.7607510089980387,0.6757301542536994,0.6823183618320544,13.294455066921605,0.7801604876471303,0.5674672958166115
CHEMBL204_Ki,89709943,cliffA,cliff,56,0.8315660669856649,0.9186289198190395,0.9257779223954435,18.160714285714285,0.8756291456315886,1.5040204868818665
CHEMBL204_Ki,89709943,cliffA,noncliff,495,0.7593131654644976,0.6596361542600835,0.6661552369482894,12.864646464646464,0.7756886638749871,0.5022881952058725
CHEMBL204_Ki,86921808,cliffB_oracle,cliff,21,0.8346399317669695,0.8476636765059143,0.8648665797112871,14.761904761904763,0.883468333901443,1.0978530795065748
CHEMBL204_Ki,86921808,cliffB_oracle,noncliff,530,0.7735120618284363,0.7383254229336991,0.744318209955391,12.828301886792453,0.7808320458039749,0.5698133049010685
CHEMBL204_Ki,86921808,cliffA,cliff,46,0.7901216344254978,0.9136843852254609,0.9233952851900868,16.91304347826087,0.8636187984579555,1.2683928821713524
CHEMBL204_Ki,86921808,cliffA,noncliff,505,0.7745410616883264,0.7265730625662765,0.7326969682121688,12.536633663366336,0.7774657961664265,0.528138403341232
CHEMBL204_Ki,89165191,cliffB_oracle,cliff,29,0.8240279077906143,0.8481818830865214,0.8516278533120688,17.275862068965516,0.8913031526937033,1.6461053812017121
CHEMBL204_Ki,89165191,cliffB_oracle,noncliff,522,0.7533202968374433,0.7110754693040623,0.7180380605751666,13.666666666666666,0.7853484888632765,0.6685113855463707
CHEMBL204_Ki,89165191,cliffA,cliff,60,0.7327394036450624,0.8106853005656111,0.8122237998108307,18.966666666666665,0.8785604641786497,1.5829910319535039
CHEMBL204_Ki,89165191,cliffA,noncliff,491,0.7600114868765163,0.7068281150025726,0.7142651510958254,13.232179226069247,0.7799980997595821,0.614502112816385
CHEMBL204_Ki,34332121,cliffB_oracle,cliff,27,0.6927211413467135,0.8831102000693952,0.8811551905429745,18.85185185185185,0.8807986893230507,1.554153968028057
CHEMBL204_Ki,34332121,cliffB_oracle,noncliff,524,0.7678785050911117,0.7101639677154457,0.7155989252786515,13.181297709923664,0.7772887743556511,0.6362146233822693
CHEMBL204_Ki,34332121,cliffA,cliff,48,0.7368675713615036,0.883862508860083,0.8803953275269021,18.604166666666668,0.8689253316974129,1.538720022231305
CHEMBL204_Ki,34332121,cliffA,noncliff,503,0.7668035070750528,0.7026166802640342,0.7085203076947434,12.968190854870775,0.7739888010052708,0.5993639338408826
CHEMBL204_Ki,57652534,cliffB_oracle,cliff,27,0.8019164089573844,0.9634441545481498,0.9676632931920305,20.333333333333332,0.8847132024731906,1.3396342903536105
CHEMBL204_Ki,57652534,cliffB_oracle,noncliff,524,0.7709669240047036,0.6910514841198567,0.6951493536219594,13.463740458015268,0.7794656148429787,0.5578622794906949
CHEMBL204_Ki,57652534,cliffA,cliff,46,0.7680812428739141,0.9069121429327941,0.9130817102576122,19.304347826086957,0.8803124900102574,1.3727601201403055
CHEMBL204_Ki,57652534,cliffA,noncliff,505,0.7728845030655723,0.6858177682584113,0.689728597449504,13.299009900990098,0.7758126242094846,0.5254316728043912
CHEMBL204_Ki,65555877,cliffB_oracle,cliff,25,0.8536185737874105,0.9745574114449879,0.9736225322011987,20.0,0.8834225491452508,1.627518703393731
CHEMBL204_Ki,65555877,cliffB_oracle,noncliff,526,0.7764605204791132,0.7565165730071172,0.7640489477552219,13.38022813688213,0.7810792227572937,0.5497196153082474
CHEMBL204_Ki,65555877,cliffA,cliff,47,0.8111617873976693,0.9378608787755262,0.9379278256616805,19.21276595744681,0.8716312418578235,1.5652947881964443
CHEMBL204_Ki,65555877,cliffA,noncliff,504,0.7770517740258102,0.750234034336016,0.7580510588994877,13.16468253968254,0.7776081353584676,0.50847545672966
CHEMBL204_Ki,80882938,cliffB_oracle,cliff,21,0.8378060019183567,0.9335094471080005,0.9209908336409124,17.428571428571427,0.8946625162470241,1.7633525207663834
CHEMBL204_Ki,80882938,cliffB_oracle,noncliff,530,0.7629490211396325,0.7249921333463245,0.7332449478366714,13.916981132075472,0.7741136134719213,0.6553589357543029
CHEMBL204_Ki,80882938,cliffA,cliff,47,0.7626062103550022,0.9401699959281201,0.9396067571347114,19.872340425531913,0.8663161479846069,1.6054886881173314
CHEMBL204_Ki,80882938,cliffA,noncliff,504,0.7661000304714399,0.7132651477586982,0.7214732884601501,13.507936507936508,0.7704285579221891,0.6129219653657937
CHEMBL204_Ki,62569839,cliffB_oracle,cliff,30,0.6896801802278686,0.8149769049402803,0.818904761822246,20.866666666666667,0.8933929423118457,1.263244624717143
CHEMBL204_Ki,62569839,cliffB_oracle,noncliff,521,0.7838576330289063,0.7073618446221652,0.7129397276931727,14.047984644913628,0.783490891248645,0.5295251529086457
CHEMBL204_Ki,62569839,cliffA,cliff,62,0.6892094653299218,0.7974590640514209,0.8066812320475422,19.580645161290324,0.8726703176849636,1.2053906005397126
CHEMBL204_Ki,62569839,cliffA,noncliff,489,0.7900802563690003,0.702302669096263,0.7072894653624888,13.764826175869121,0.7787010566839331,0.48884606579438955
CHEMBL204_Ki,69881227,cliffB_oracle,cliff,21,0.7448205411038461,0.8973921607984281,0.9094195887895605,19.523809523809526,0.8837951563482647,1.3279071565627258
CHEMBL204_Ki,69881227,cliffB_oracle,noncliff,530,0.7461595563798997,0.6969499463664758,0.7024414958388041,12.70377358490566,0.7772384923134663,0.5440596790869052
CHEMBL204_Ki,69881227,cliffA,cliff,47,0.713277289787403,0.8561456217571345,0.8623703408601755,19.5531914893617,0.8825272616457346,1.3877381207557018
CHEMBL204_Ki,69881227,cliffA,noncliff,504,0.7491701659216661,0.690229391458283,0.6959320178838994,12.34920634920635,0.7716719990611339,0.4980436280324586
CHEMBL204_Ki,86624677,cliffB_oracle,cliff,25,0.8361142877987682,0.9703709208771538,0.9847261771443578,18.44,0.8853263588302575,1.3993771005165134
CHEMBL204_Ki,86624677,cliffB_oracle,noncliff,526,0.7443904287838304,0.7208368942186547,0.7277680217941102,13.636882129277566,0.7810148733299284,0.5712512086534193
CHEMBL204_Ki,86624677,cliffA,cliff,46,0.7694536792680331,0.9062698105595317,0.9135903302246495,18.652173913043477,0.868473824029855,1.2976535808348277
CHEMBL204_Ki,86624677,cliffA,noncliff,505,0.7466482247305632,0.7161886924230809,0.7234599643822468,13.417821782178217,0.7781440323670715,0.5460801951410085
CHEMBL204_Ki,29635333,cliffB_oracle,cliff,24,0.7923539187755879,0.8769371411014119,0.8819013038883239,22.125,0.8899173457176919,1.5942750014340057
CHEMBL204_Ki,29635333,cliffB_oracle,noncliff,527,0.7663180474065854,0.6831247564062227,0.688369161834735,12.717267552182163,0.7751982532752361,0.6071244284187104
CHEMBL204_Ki,29635333,cliffA,cliff,44,0.7450873264116794,0.8741524959205914,0.8777518951400747,20.65909090909091,0.8773483154287394,1.6433119170501975
CHEMBL204_Ki,29635333,cliffA,noncliff,507,0.7693930230212441,0.6753207578491588,0.6807016590152989,12.47337278106509,0.7715779944059321,0.5639279082068399
CHEMBL204_Ki,73489431,cliffB_oracle,cliff,22,0.7720832180974544,0.9008145955048082,0.9073212988503574,21.454545454545453,0.9033642892327678,1.4702908468831701
CHEMBL204_Ki,73489431,cliffB_oracle,noncliff,529,0.7756139665737095,0.7201643381577986,0.7277471494110199,13.013232514177695,0.7759934509859702,0.5890379649185934
CHEMBL204_Ki,73489431,cliffA,cliff,46,0.8412606091736782,0.9908055837223807,0.9990280361982736,18.195652173913043,0.8738642438076354,1.3952907376455637
CHEMBL204_Ki,73489431,cliffA,noncliff,505,0.7694804576111824,0.7026897162313315,0.7101630473397863,12.908910891089109,0.7724885065975846,0.5539883329538016
CHEMBL204_Ki,72441423,cliffB_oracle,cliff,25,0.6857476816900574,0.8129772246237517,0.8125427358921832,19.04,0.8945742592932662,1.2982318340517829
CHEMBL204_Ki,72441423,cliffB_oracle,noncliff,526,0.7617647004541183,0.7216675098105434,0.7283374627874805,12.950570342205323,0.7819394696009339,0.48913274481380276
CHEMBL204_Ki,72441423,cliffA,cliff,47,0.6562367776249289,0.7937524586053353,0.795051519901793,19.638297872340427,0.8804120512023756,1.200549948337742
CHEMBL204_Ki,72441423,cliffA,noncliff,504,0.7678349125649723,0.7194301621930839,0.7262515744134822,12.628968253968255,0.7782707619228783,0.46292415089579547
CHEMBL204_Ki,47096259,cliffB_oracle,cliff,21,0.7502642087745726,0.8409067170462786,0.8466580585866258,21.333333333333332,0.8811940974012635,1.1189780564679614
CHEMBL204_Ki,47096259,cliffB_oracle,noncliff,530,0.7727491666503383,0.7126466156182781,0.7185599126344199,13.794339622641509,0.784329277841649,0.6478649974572398
CHEMBL204_Ki,47096259,cliffA,cliff,37,0.6840570330425396,0.8477834281548933,0.8572802884388367,21.37837837837838,0.8758377074461368,1.3483604370691127
