target,signal,auc,auc_sd,n_ds
预测失效,d_pair_gap,0.5078203981689806,0.06366977185886949,15
预测失效,d_nn_sim,0.5207759629407749,0.03228619004386644,15
预测失效,rf_std,0.544037758579696,0.0341828637887247,15
预测失效,d_nb,0.5730281766775627,0.05277713477008804,15
预测失效,d_iqr,0.6047340586743142,0.053868640371376994,15
预测失效,d_std,0.6236293355189197,0.06277768531601928,15
预测失效,d_wstd,0.6273248196385763,0.06297751241860106,15
