target,signal,auc,auc_sd,n_ds
看见悬崖(cliffB),d_pair_gap,0.6981655666783807,0.047762551912986735,15
看见悬崖(cliffB),d_wstd,0.6554884918448121,0.04353217732074641,15
看见悬崖(cliffB),d_std,0.650571290216259,0.043777639054639335,15
看见悬崖(cliffB),d_iqr,0.6396620049146802,0.04029497835702314,15
看见悬崖(cliffB),rf_std,0.49030151287843216,0.041494347105625766,15
看见悬崖(cliffB),d_nb,0.4097489613220342,0.04802462528606479,15
看见悬崖(cliffB),d_nn_sim,0.12181356656492205,0.026448044136716548,15
