target_sees_cliff,signal,auc_sees_cliff,auc_sd_sees_cliff,n_ds_sees_cliff,target_predicts_fail,auc_predicts_fail,auc_sd_predicts_fail,n_ds_predicts_fail,gap_predict_minus_see
看见悬崖(cliffB),d_nn_sim,0.12181356656492205,0.026448044136716548,15,预测失效,0.5207759629407749,0.03228619004386644,15,0.39896239637585285
看见悬崖(cliffB),d_nb,0.4097489613220342,0.04802462528606479,15,预测失效,0.5730281766775627,0.05277713477008804,15,0.16327921535552847
看见悬崖(cliffB),rf_std,0.49030151287843216,0.041494347105625766,15,预测失效,0.544037758579696,0.0341828637887247,15,0.053736245701263896
看见悬崖(cliffB),d_std,0.650571290216259,0.043777639054639335,15,预测失效,0.6236293355189197,0.06277768531601928,15,-0.026941954697339288
看见悬崖(cliffB),d_wstd,0.6554884918448121,0.04353217732074641,15,预测失效,0.6273248196385763,0.06297751241860106,15,-0.028163672206235724
看见悬崖(cliffB),d_iqr,0.6396620049146802,0.04029497835702314,15,预测失效,0.6047340586743142,0.053868640371376994,15,-0.03492794624036599
看见悬崖(cliffB),d_pair_gap,0.6981655666783807,0.047762551912986735,15,预测失效,0.5078203981689806,0.06366977185886949,15,-0.1903451685094001
