method,delta_mean,wilcoxon_p,n_ds_delta_pos,n_ds,meta_delta,meta_p,meta_I2,worst_group_delta,width_delta
mondrian_nnsim,0.01232576181510722,0.18078715212835572,9,15,0.0035932108289872806,0.5653618305540276,39.732356773818914,0.007221791713782246,0.06443948325436916
mondrian_wstd,0.0054344702312314,0.7641217534030926,9,15,0.007471868587994683,0.23513404645823222,0.0,0.021992576821909908,0.03679422701208712
mondrian_std,0.005359621667998347,0.7955508516579571,9,15,0.0027750662915263543,0.7092959995220476,0.0,0.022869165703621807,0.037856761756829976
mondrian_rfstd,0.0036928495319332936,0.5762978410659321,9,15,0.002590234710782187,0.7677708242415525,79.00537892351412,0.006605366149697158,0.08225091155339609
mondrian_pair,0.0010225746475746552,0.6949371366879084,6,15,-0.00337930919166745,0.5631363539182105,41.48739711465034,0.0026307598217401324,0.02203187508344089
mondrian_iqr,-0.0040700979500921585,0.6582373083690394,4,15,-0.003932688784566097,0.4379139453959393,0.0,0.0322489460181997,0.023220247756889318
mondrian_pairgap,-0.007284845165741107,0.26738262822455006,7,15,-0.009610556327090208,0.2507845156025804,49.897452738171715,0.007142039480186115,0.04106900234103643
mondrian_nb,-0.015042662229877438,0.06766761540230151,6,15,-0.021501090172338654,0.03736934250182163,42.945776205036864,0.0052294116078974795,0.07440005904561368
