target,signal,auc,auc_sd,n_ds
预测失效,d_pair_gap,0.5190851859010978,0.03767405994151702,15
预测失效,d_nb,0.5408597345448765,0.06010219367516755,15
预测失效,d_nn_sim,0.5951133805305477,0.03669933989058175,15
预测失效,d_iqr,0.6158163382491875,0.0338618841528501,15
预测失效,d_std,0.6477096635239922,0.032290209386843065,15
预测失效,d_wstd,0.652607796189195,0.03187399697708748,15
预测失效,rf_std,0.6986354980997703,0.0430446742762282,15
