target_sees_cliff,signal,auc_sees_cliff,auc_sd_sees_cliff,n_ds_sees_cliff,target_predicts_fail,auc_predicts_fail,auc_sd_predicts_fail,n_ds_predicts_fail,gap_predict_minus_see
看见悬崖(cliffB),d_nn_sim,0.12400420936754654,0.024978931970528914,15,预测失效,0.5951133805305477,0.03669933989058175,15,0.4711091711630012
看见悬崖(cliffB),d_nb,0.40422660939715305,0.04403124843124683,15,预测失效,0.5408597345448765,0.06010219367516755,15,0.1366331251477234
看见悬崖(cliffB),rf_std,0.5724420500746141,0.03818322688833032,15,预测失效,0.6986354980997703,0.0430446742762282,15,0.1261934480251562
看见悬崖(cliffB),d_std,0.6477623607253336,0.03714716016535643,15,预测失效,0.6477096635239922,0.032290209386843065,15,-5.269720134137845e-05
看见悬崖(cliffB),d_wstd,0.6530733454840353,0.03738800612781702,15,预测失效,0.652607796189195,0.03187399697708748,15,-0.00046554929484032836
看见悬崖(cliffB),d_iqr,0.6352794080636578,0.030449689340855422,15,预测失效,0.6158163382491875,0.0338618841528501,15,-0.019463069814470324
看见悬崖(cliffB),d_pair_gap,0.7000244713680477,0.04154511349369711,15,预测失效,0.5190851859010978,0.03767405994151702,15,-0.18093928546694993
