method,marg_cov,width,worst_d_wstd,spread_d_wstd,worst_rf_std,spread_rf_std,cliffB_cov
global,0.8988709204944033,2.4309672040506345,0.813117732589187,0.1487730574482485,0.7732800835625062,0.20351584885781956,0.7260664948963184
mondrian_pair,0.9006154110606773,2.4571409794664945,0.8150189357330869,0.14828132411612752,0.7772820511625973,0.20079067321324387,0.7236119129970573
mondrian_rfstd,0.9035089428481479,2.3981267268293496,0.8572549483671045,0.09169741582592691,0.8511071896175133,0.09833036626952915,0.6734593578576833
mondrian_wstd,0.9032239070536018,2.4644128406164514,0.8526552300804302,0.09769752146661893,0.8140270466225534,0.15400696701597194,0.7412745854125411
