target_sees_cliff,signal,auc_sees_cliff,auc_sd_sees_cliff,n_ds_sees_cliff,target_predicts_fail,auc_predicts_fail,auc_sd_predicts_fail,n_ds_predicts_fail,gap_predict_minus_see
看见悬崖(cliffB),d_nn_sim,0.12181356656492205,0.026448044136716548,15,预测失效,0.5201240421235316,0.03436987563370396,15,0.39831047555860954
看见悬崖(cliffB),d_nb,0.4097489613220342,0.04802462528606479,15,预测失效,0.5713028599480278,0.05302244742310073,15,0.16155389862599356
看见悬崖(cliffB),rf_std,0.48875517704497007,0.060259459609672744,15,预测失效,0.5532977812354976,0.04054345858631078,15,0.06454260419052749
看见悬崖(cliffB),d_std,0.650571290216259,0.043777639054639335,15,预测失效,0.6239552484865383,0.067587786185229,15,-0.026616041729720763
看见悬崖(cliffB),d_wstd,0.6554884918448121,0.04353217732074641,15,预测失效,0.6275722065544398,0.06766219025007017,15,-0.027916285290372267
看见悬崖(cliffB),d_iqr,0.6396620049146802,0.04029497835702314,15,预测失效,0.6072896132591634,0.05603656527845315,15,-0.03237239165551675
看见悬崖(cliffB),d_pair_gap,0.6981655666783807,0.047762551912986735,15,预测失效,0.50994092602819,0.06834794331030074,15,-0.18822464065019073
