target,signal,auc,auc_sd,n_ds
预测失效,d_pair_gap,0.50994092602819,0.06834794331030074,15
预测失效,d_nn_sim,0.5201240421235316,0.03436987563370396,15
预测失效,rf_std,0.5532977812354976,0.04054345858631078,15
预测失效,d_nb,0.5713028599480278,0.05302244742310073,15
预测失效,d_iqr,0.6072896132591634,0.05603656527845315,15
预测失效,d_std,0.6239552484865383,0.067587786185229,15
预测失效,d_wstd,0.6275722065544398,0.06766219025007017,15
