rule,dataset,seed,n,coverage,cov_cliffA,cov_cliffB,n_cliffB,cov_noncliffB,worst_ws,spread_ws,worst_rf,spread_rf,width
wstd,CHEMBL239_EC50,89709943,344,0.938953488372093,0.8055555555555556,0.7307692307692307,26,0.9559748427672956,0.9090909090909091,0.059163059163059195,0.9166666666666666,0.04629629629629628,2.630644301863532
wstd,CHEMBL239_EC50,86921808,344,0.9098837209302325,0.8,0.7083333333333334,24,0.925,0.8947368421052632,0.03279938977879482,0.7959183673469388,0.15862708719851581,2.5108276058673193
wstd,CHEMBL239_EC50,89165191,344,0.9040697674418605,0.8085106382978723,0.7142857142857143,28,0.9208860759493671,0.8571428571428571,0.07436399217221135,0.8045977011494253,0.1772204806687565,2.536016515525794
wstd,CHEMBL239_EC50,34332121,344,0.8808139534883721,0.6756756756756757,0.4375,16,0.9024390243902439,0.8235294117647058,0.13031674208144806,0.8023255813953488,0.12075134168157431,2.246688946063493
wstd,CHEMBL239_EC50,57652534,344,0.8895348837209303,0.8,0.6818181818181818,22,0.9037267080745341,0.8333333333333334,0.16666666666666663,0.8115942028985508,0.17022397891963104,2.4383627837658324
wstd,CHEMBL239_EC50,65555877,344,0.9186046511627907,0.8780487804878049,0.8095238095238095,21,0.9256965944272446,0.8625,0.11310975609756091,0.8472222222222222,0.12051971326164879,2.496081501198969
wstd,CHEMBL239_EC50,80882938,344,0.9186046511627907,0.9047619047619048,0.8888888888888888,27,0.9211356466876972,0.8478260869565217,0.12944664031620556,0.8395061728395061,0.143252447850149,2.5364026778517457
wstd,CHEMBL239_EC50,62569839,344,0.9215116279069767,0.7608695652173914,0.7142857142857143,28,0.939873417721519,0.8507462686567164,0.108713190802743,0.8783783783783784,0.07936810049486098,2.458960482301718
wstd,CHEMBL244_Ki,71339737,620,0.882258064516129,0.8333333333333334,0.7391304347826086,23,0.8877721943048577,0.8273381294964028,0.1344939315722995,0.8059701492537313,0.17402985074626864,2.508591820919611
wstd,CHEMBL244_Ki,99182118,620,0.9,0.8166666666666667,0.7878787878787878,33,0.9063032367972743,0.864406779661017,0.08651346573775598,0.7703703703703704,0.1990952784845914,2.592734230418605
wstd,CHEMBL244_Ki,89709943,620,0.8725806451612903,0.7285714285714285,0.5,30,0.8915254237288136,0.8090909090909091,0.0986013986013986,0.7288135593220338,0.22770817980840097,2.4947244671019178
wstd,CHEMBL244_Ki,86921808,620,0.9145161290322581,0.7903225806451613,0.65625,32,0.9285714285714286,0.8861788617886179,0.05997498436522819,0.7807017543859649,0.17902978923819612,2.763924264324084
wstd,CHEMBL244_Ki,89165191,620,0.8758064516129033,0.7333333333333333,0.6666666666666666,30,0.8864406779661017,0.8487394957983193,0.08674437516942257,0.7217391304347827,0.24317315026697173,2.385753734618023
wstd,CHEMBL244_Ki,34332121,620,0.9161290322580645,0.873015873015873,0.825,40,0.9224137931034483,0.8898305084745762,0.038169491525423815,0.84,0.14260869565217393,2.7449702785729744
wstd,CHEMBL244_Ki,57652534,620,0.8983870967741936,0.7761194029850746,0.696969696969697,33,0.909710391822828,0.8583333333333333,0.07166666666666677,0.7575757575757576,0.21502698215026983,2.687997312646186
wstd,CHEMBL244_Ki,65555877,620,0.9064516129032258,0.7906976744186046,0.6,20,0.9166666666666666,0.8666666666666667,0.06984126984126982,0.788135593220339,0.1902816729667114,2.6314602493105776
