dataset,split,seed,signal,auc_fail,auc_cliffB,auc_cliffA,misalignB,misalignA
CHEMBL219_Ki,scaffold,57652534,d_wstd,0.5188929738562091,0.6565331774334989,0.679718398987502,-0.1376402035772898,-0.16082542513129283
CHEMBL219_Ki,scaffold,57652534,d_nb,0.6004520675442095,0.23066298342541436,0.3019254658385093,0.3697890841187952,0.2985266017057002
CHEMBL219_Ki,scaffold,57652534,d_nn_sim,0.5878267973856209,0.05378544285296697,0.18644201866793228,0.534041354532654,0.40138477871768863
CHEMBL219_Ki,scaffold,65555877,rf_std,0.7445632798573975,0.3937719738824711,0.49452933408790795,0.35079130597492636,0.2500339457694895
CHEMBL219_Ki,scaffold,65555877,d_wstd,0.6050435636274389,0.7242322894496808,0.775495337995338,-0.11918872582224183,-0.17045177436789904
CHEMBL219_Ki,scaffold,65555877,d_nb,0.56951871657754,0.18809643395278755,0.37969251084701,0.38142228262475253,0.18982620573053005
CHEMBL219_Ki,scaffold,65555877,d_nn_sim,0.5793962449380292,0.09106111280024323,0.22108100233100234,0.488335132137786,0.35831524260702685
CHEMBL219_Ki,scaffold,80882938,rf_std,0.7027266681445355,0.36404109589041095,0.367183908045977,0.3386855722541246,0.33554276009855855
CHEMBL219_Ki,scaffold,80882938,d_wstd,0.614306384517996,0.7313741721854304,0.7158006362672322,-0.11706778766743442,-0.10149425174923621
CHEMBL219_Ki,scaffold,80882938,d_nb,0.6274661937486145,0.250513698630137,0.29017241379310343,0.37695249511847745,0.337293779955511
CHEMBL219_Ki,scaffold,80882938,d_nn_sim,0.5202568276361006,0.05028973509933775,0.1920163611574004,0.46996709253676283,0.3282404664787002
CHEMBL219_Ki,scaffold,62569839,rf_std,0.7379399585921325,0.2603785103785104,0.40672413793103446,0.47756144821362206,0.331215820661098
CHEMBL219_Ki,scaffold,62569839,d_wstd,0.5984848484848485,0.8132616487455198,0.7344300822561692,-0.21477680026067125,-0.13594523377132073
CHEMBL219_Ki,scaffold,62569839,d_nb,0.5444616977225673,0.2219169719169719,0.2478735632183908,0.32254472580559534,0.2965881345041764
CHEMBL219_Ki,scaffold,62569839,d_nn_sim,0.57636975818794,0.04247311827956989,0.22708578143360753,0.5338966399083701,0.3492839767543325
CHEMBL228_Ki,random,71339737,rf_std,0.7509784735812133,0.45068870523415977,0.4117647058823529,0.3002897683470535,0.33921376769886036
CHEMBL228_Ki,random,71339737,d_wstd,0.45501373626373626,0.6567717996289425,0.6366627951993805,-0.20175806336520624,-0.18164905893564426
CHEMBL228_Ki,random,71339737,d_nb,0.7444436678781101,0.3555096418732782,0.4170966632266942,0.3889340260048319,0.3273470046514159
CHEMBL228_Ki,random,71339737,d_nn_sim,0.5814445970695971,0.11873840445269017,0.16995741385985288,0.4627061926169069,0.4114871832097442
CHEMBL228_Ki,random,99182118,rf_std,0.7431476569407603,0.32831325301204817,0.3366013071895425,0.4148344039287122,0.40654634975121784
