dataset,seed,method,n_test,n_cliff,cov_all,cov_cliff,cov_noncliff,size_all,size_cliff,size_noncliff,q_global,cov_global_class0,cov_global_class1
BACE,20284680,aps,302,27,1.0,1.0,1.0,1.990066225165563,2.0,1.989090909090909,0.675,0.9197530864197531,0.9214285714285714
BACE,20284680,mondrian_predclass,302,27,0.9205298013245033,0.7037037037037037,0.9418181818181818,1.2483443708609272,1.5555555555555556,1.2181818181818183,0.675,,
BACE,20284680,mondrian_nnsim,302,27,0.9205298013245033,0.7037037037037037,0.9418181818181818,1.2483443708609272,1.5555555555555556,1.2181818181818183,0.675,,
BACE,20292599,global,302,25,0.8112582781456954,0.4,0.8483754512635379,1.1258278145695364,1.2,1.1191335740072201,0.605,,
BACE,20292599,aps,302,25,0.9966887417218543,0.96,1.0,1.9933774834437086,1.96,1.9963898916967509,0.605,0.8,0.8231292517006803
BACE,20292599,mondrian_predclass,302,25,0.8112582781456954,0.4,0.8483754512635379,1.1258278145695364,1.2,1.1191335740072201,0.605,,
BACE,20292599,mondrian_nnsim,302,25,0.8377483443708609,0.4,0.8772563176895307,1.1721854304635762,1.2,1.1696750902527075,0.605,,
BACE,20300518,global,302,24,0.8675496688741722,0.4166666666666667,0.9064748201438849,1.2086092715231789,1.25,1.2050359712230216,0.6799999999999999,,
BACE,20300518,aps,302,24,1.0,1.0,1.0,1.9966887417218544,1.9583333333333333,2.0,0.6799999999999999,0.864406779661017,0.872
BACE,20300518,mondrian_predclass,302,24,0.8675496688741722,0.4166666666666667,0.9064748201438849,1.2086092715231789,1.25,1.2050359712230216,0.6799999999999999,,
BACE,20300518,mondrian_nnsim,302,24,0.8841059602649006,0.5,0.9172661870503597,1.2649006622516556,1.3333333333333333,1.2589928057553956,0.6799999999999999,,
BACE,20308437,global,302,21,0.8940397350993378,0.42857142857142855,0.9288256227758007,1.1059602649006623,1.0,1.113879003558719,0.6,,
BACE,20308437,aps,302,21,1.0,1.0,1.0,2.0,2.0,2.0,0.6,0.8982035928143712,0.8888888888888888
BACE,20308437,mondrian_predclass,302,21,0.8940397350993378,0.42857142857142855,0.9288256227758007,1.1059602649006623,1.0,1.113879003558719,0.6,,
