seed,method,group_def,side,n,k,coverage,ci_lo,ci_hi,mean_width,worst_d_wstd_cov,worst_d_wstd_spread,worst_rf_std_cov,worst_rf_std_spread,dataset
71339737,global,cliffB_oracle,all,629,504,0.8012718600953895,0.768299380570871,0.8305867933948329,1.7181257773964307,,,,,CHEMBL233_Ki
71339737,global,cliffB_oracle,cliff,30,14,0.4666666666666667,0.30232388907699753,0.638577003801267,1.7181257773964305,,,,,CHEMBL233_Ki
71339737,global,cliffB_oracle,noncliff,599,490,0.8180300500834724,0.785138277265361,0.8468686864649198,1.7181257773964305,,,,,CHEMBL233_Ki
71339737,global,cliffA,all,629,504,0.8012718600953895,0.768299380570871,0.8305867933948329,1.7181257773964307,,,,,CHEMBL233_Ki
71339737,global,cliffA,cliff,55,34,0.6181818181818182,0.4860922023248993,0.7348404574110621,1.718125777396431,,,,,CHEMBL233_Ki
71339737,global,cliffA,noncliff,574,470,0.818815331010453,0.7852195230124485,0.8481722047928956,1.7181257773964307,,,,,CHEMBL233_Ki
71339737,global,__bins__,__summary__,-1,-1,,,,1.7181257773964307,0.7162162162162162,0.1754504504504505,0.6507936507936508,0.26984126984126977,CHEMBL233_Ki
71339737,mondrian_pair,cliffB_oracle,all,629,501,0.7965023847376789,0.7632839080751661,0.826121218281582,1.7021439722121174,,,,,CHEMBL233_Ki
71339737,mondrian_pair,cliffB_oracle,cliff,30,14,0.4666666666666667,0.30232388907699753,0.638577003801267,1.6386856242703096,,,,,CHEMBL233_Ki
71339737,mondrian_pair,cliffB_oracle,noncliff,599,487,0.8130217028380634,0.7798393560605458,0.8422147420991793,1.705322186633243,,,,,CHEMBL233_Ki
71339737,mondrian_pair,cliffA,all,629,501,0.7965023847376789,0.7632839080751661,0.826121218281582,1.7021439722121174,,,,,CHEMBL233_Ki
71339737,mondrian_pair,cliffA,cliff,55,32,0.5818181818181818,0.45033103735230756,0.7026223424648965,1.6333532749475668,,,,,CHEMBL233_Ki
71339737,mondrian_pair,cliffA,noncliff,574,469,0.8170731707317073,0.7833729477165634,0.8465576231062377,1.708735415329801,,,,,CHEMBL233_Ki
71339737,mondrian_pair,__bins__,__summary__,-1,-1,,,,1.7021439722121174,0.7027027027027027,0.18896396396396398,0.6507936507936508,0.26984126984126977,CHEMBL233_Ki
71339737,mondrian_wstd,cliffB_oracle,all,629,508,0.8076311605723371,0.7749974367196583,0.8365301340579866,1.7563785832441836,,,,,CHEMBL233_Ki
71339737,mondrian_wstd,cliffB_oracle,cliff,30,18,0.6,0.42320360253322475,0.7540937188319815,2.019004328089877,,,,,CHEMBL233_Ki
71339737,mondrian_wstd,cliffB_oracle,noncliff,599,490,0.8180300500834724,0.785138277265361,0.8468686864649198,1.7432253739864696,,,,,CHEMBL233_Ki
71339737,mondrian_wstd,cliffA,all,629,508,0.8076311605723371,0.7749974367196583,0.8365301340579866,1.7563785832441836,,,,,CHEMBL233_Ki
71339737,mondrian_wstd,cliffA,cliff,55,40,0.7272727272727273,0.5976780188832919,0.8271924806089416,1.9917477374377146,,,,,CHEMBL233_Ki
71339737,mondrian_wstd,cliffA,noncliff,574,468,0.8153310104529616,0.7815274288939863,0.8449419849462719,1.7338257897238978,,,,,CHEMBL233_Ki
71339737,mondrian_wstd,__bins__,__summary__,-1,-1,,,,1.7563785832441836,0.7583333333333333,0.14031531531531538,0.7222222222222222,0.1507936507936508,CHEMBL233_Ki
71339737,mondrian_std,cliffB_oracle,all,629,506,0.8044515103338633,0.7716468483931517,0.8335600239785227,1.7814142741772847,,,,,CHEMBL233_Ki
71339737,mondrian_std,cliffB_oracle,cliff,30,18,0.6,0.42320360253322475,0.7540937188319815,2.045347805133804,,,,,CHEMBL233_Ki
71339737,mondrian_std,cliffB_oracle,noncliff,599,488,0.8146911519198664,0.7816047235702976,0.8437669964462793,1.7681955664499138,,,,,CHEMBL233_Ki
71339737,mondrian_std,cliffA,all,629,506,0.8044515103338633,0.7716468483931517,0.8335600239785227,1.7814142741772847,,,,,CHEMBL233_Ki
71339737,mondrian_std,cliffA,cliff,55,40,0.7272727272727273,0.5976780188832919,0.8271924806089416,2.0184762231652567,,,,,CHEMBL233_Ki
71339737,mondrian_std,cliffA,noncliff,574,466,0.8118466898954704,0.7778395151427419,0.8417075847324306,1.7586992790651972,,,,,CHEMBL233_Ki
71339737,mondrian_std,__bins__,__summary__,-1,-1,,,,1.7814142741772847,0.7666666666666667,0.12522522522522517,0.7222222222222222,0.1507936507936508,CHEMBL233_Ki
71339737,mondrian_iqr,cliffB_oracle,all,629,507,0.8060413354531002,0.7733217489089136,0.835045472665746,1.727342081622307,,,,,CHEMBL233_Ki
71339737,mondrian_iqr,cliffB_oracle,cliff,30,19,0.6333333333333333,0.4551356365479487,0.7812607919389929,1.9578242900746126,,,,,CHEMBL233_Ki
71339737,mondrian_iqr,cliffB_oracle,noncliff,599,488,0.8146911519198664,0.7816047235702976,0.8437669964462793,1.715798732284128,,,,,CHEMBL233_Ki
71339737,mondrian_iqr,cliffA,all,629,507,0.8060413354531002,0.7733217489089136,0.835045472665746,1.727342081622307,,,,,CHEMBL233_Ki
71339737,mondrian_iqr,cliffA,cliff,55,39,0.7090909090909091,0.5785927950724501,0.8122880644604047,1.8910648476213048,,,,,CHEMBL233_Ki
71339737,mondrian_iqr,cliffA,noncliff,574,468,0.8153310104529616,0.7815274288939863,0.8449419849462719,1.7116543601415666,,,,,CHEMBL233_Ki
71339737,mondrian_iqr,__bins__,__summary__,-1,-1,,,,1.727342081622307,0.7768595041322314,0.0648071625344353,0.7063492063492064,0.19047619047619047,CHEMBL233_Ki
71339737,mondrian_nb,cliffB_oracle,all,629,506,0.8044515103338633,0.7716468483931517,0.8335600239785227,1.759127126338338,,,,,CHEMBL233_Ki
71339737,mondrian_nb,cliffB_oracle,cliff,30,14,0.4666666666666667,0.30232388907699753,0.638577003801267,1.5447266948687386,,,,,CHEMBL233_Ki
71339737,mondrian_nb,cliffB_oracle,noncliff,599,492,0.8213689482470785,0.7886756555409844,0.8499665519030002,1.7698650444419912,,,,,CHEMBL233_Ki
71339737,mondrian_nb,cliffA,all,629,506,0.8044515103338633,0.7716468483931517,0.8335600239785227,1.759127126338338,,,,,CHEMBL233_Ki
71339737,mondrian_nb,cliffA,cliff,55,32,0.5818181818181818,0.45033103735230756,0.7026223424648965,1.5528597806009048,,,,,CHEMBL233_Ki
71339737,mondrian_nb,cliffA,noncliff,574,474,0.8257839721254355,0.7926166277251697,0.8546197280103457,1.7788914190483707,,,,,CHEMBL233_Ki
71339737,mondrian_nb,__bins__,__summary__,-1,-1,,,,1.759127126338338,0.7432432432432432,0.1400900900900901,0.7222222222222222,0.16666666666666663,CHEMBL233_Ki
71339737,mondrian_nnsim,cliffB_oracle,all,629,508,0.8076311605723371,0.7749974367196583,0.8365301340579866,1.7608156338525853,,,,,CHEMBL233_Ki
71339737,mondrian_nnsim,cliffB_oracle,cliff,30,13,0.43333333333333335,0.2737748557646652,0.6080269299918639,1.5737786134197416,,,,,CHEMBL233_Ki
