bin,n,n_cliffB,frac_cliffB,q_global,q_rfstd,q_wstd,delta_q_rfstd,delta_q_wstd,cov_cliffB_global,cov_cliffB_rfstd,cov_cliffB_wstd,cov_noncliffB_global,n_noncliffB,cov_noncliffB_rfstd,cov_noncliffB_wstd
0,13388,469,0.035031371377352856,1.2850509849757388,0.8105329088481785,1.1912075440774326,-0.47451807612756025,-0.09384344089830621,0.8017057569296375,0.4541577825159915,0.7590618336886994,0.9881569780942797,12919,0.922517222695255,0.9800294140413345
1,12826,631,0.04919694370809294,1.2854872352200457,1.0064460734613792,1.2357205301143444,-0.27904116175866656,-0.04976670510570136,0.7908082408874801,0.6465927099841522,0.7781299524564184,0.968429684296843,12195,0.9231652316523166,0.9586715867158672
2,11908,663,0.055676855895196505,1.288077406828245,1.1744326424556664,1.2891057527993472,-0.11364476437257864,0.0010283459711022402,0.7601809954751131,0.7058823529411765,0.7828054298642534,0.9426411738550466,11245,0.9164962205424633,0.9330369052912405
3,10595,523,0.04936290703161869,1.2869463086212085,1.4193276636508976,1.3433815780835663,0.13238135502968906,0.05643526946235777,0.8011472275334608,0.8317399617590823,0.8317399617590823,0.8953534551231136,10072,0.9200754567116759,0.9010127084988085
4,8778,477,0.054340396445659606,1.2866848883939954,1.782268580866831,1.4078684865450422,0.4955836924728356,0.12118359815104673,0.7421383647798742,0.8972746331236897,0.8448637316561844,0.7914709071196241,8301,0.9241055294542826,0.8192988796530538
