target,signal,auc,auc_sd,n_ds
看见悬崖(cliffB),d_pair_gap,0.7000244713680477,0.04154511349369711,15
看见悬崖(cliffB),d_wstd,0.6530733454840353,0.03738800612781702,15
看见悬崖(cliffB),d_std,0.6477623607253336,0.03714716016535643,15
看见悬崖(cliffB),d_iqr,0.6352794080636578,0.030449689340855422,15
看见悬崖(cliffB),rf_std,0.5418016887069279,0.05898283886159983,15
看见悬崖(cliffB),d_nb,0.40422660939715305,0.04403124843124683,15
看见悬崖(cliffB),d_nn_sim,0.12400420936754654,0.024978931970528914,15
