method,marg_cov,width,worst_d_wstd,spread_d_wstd,worst_rf_std,spread_rf_std,cliffB_cov
global,0.8988784410447134,2.573638680267876,0.8159095901451455,0.14531893680422114,0.7606971296090629,0.22291595710728018,0.7767516916780858
mondrian_iqr,0.904525161935589,2.598856651720278,0.8558756967335872,0.0945432838938035,0.7996351303727117,0.17493836448954234,0.7826103147644619
mondrian_nb,0.9036141376010949,2.603730072593897,0.8285975429420019,0.13573769789532653,0.7941643583270276,0.18150221171943395,0.7448460043039898
mondrian_nnsim,0.9035542184980392,2.6314914146485533,0.8252129767616699,0.13771767847184138,0.7811064069196649,0.19938414337286192,0.7939662956814454
mondrian_pair,0.9003486909222426,2.5911125576891045,0.8196802248280441,0.14302190451196856,0.7669339063035437,0.2167001302938209,0.7742397332923018
mondrian_pairgap,0.903728067531678,2.6216270030231152,0.8277528061539559,0.13439870677424087,0.7788605477721016,0.2016843847603632,0.770015294480975
mondrian_rfstd,0.9034739020688692,2.5007748680121544,0.8547114721074373,0.09455421689571829,0.8487967222887883,0.10173914387344413,0.7128014541484428
mondrian_std,0.9045964624516061,2.6157556847398746,0.8510144670898564,0.09932112348804222,0.7956699383766054,0.18165387189581741,0.795754260251247
mondrian_wstd,0.9041809134818529,2.6132908228328047,0.8508016205872267,0.10070856158367812,0.7967757669978316,0.17998680120068394,0.7915937031108092
