target,signal,auc,auc_sd,n_ds
预测失效,d_pair_gap,0.5077057955494972,0.04449440002445749,15
预测失效,d_nb,0.5605623801946795,0.056020352097944044,15
预测失效,d_nn_sim,0.5962975796219075,0.04033849470863605,15
预测失效,d_iqr,0.6155133058326037,0.03503431760981747,15
预测失效,d_std,0.6418023570802416,0.031263807457234755,15
预测失效,d_wstd,0.6464201249001615,0.03179954772405364,15
预测失效,rf_std,0.7270275503604471,0.0416338520318044,15
