dataset,protocol,seed,method,n_test,n_train,n_cal,n_cliffA,n_cliffB,cov_all,cov_cliffA,cov_noncliffA,gapA_pp,cov_cliffB,cov_noncliffB,gapB_pp,width_all,width_cliffA,nn_sim_mean,nn_sim_median,y_mean_test,y_mean_train
CHEMBL228_Ki,act_mid20,98978916,global,340,1023,341,18,8,0.9235294117647059,1.0,0.9192546583850931,-8.074534161490687,1.0,0.9216867469879518,-7.831325301204817,2.5425430897410273,2.542543089741027,0.7095815555613919,0.7291666666666666,7.407288097534817,7.301270521921492
CHEMBL228_Ki,act_mid20,98978916,mondrian_wstd,340,1023,341,18,8,0.9294117647058824,0.9444444444444444,0.9285714285714286,-1.5873015873015817,0.875,0.9307228915662651,5.572289156626509,2.486655737393668,2.2537271534747725,0.7095815555613919,0.7291666666666666,7.407288097534817,7.301270521921492
CHEMBL228_Ki,act_mid20,98978916,mondrian_rfstd,340,1023,341,18,8,0.8794117647058823,0.8333333333333334,0.8819875776397516,4.865424430641818,0.75,0.8825301204819277,13.253012048192769,2.61733406897805,2.542336635764395,0.7095815555613919,0.7291666666666666,7.407288097534817,7.301270521921492
CHEMBL228_Ki,act_mid20,98978916,mondrian_nb,340,1023,341,18,8,0.9176470588235294,0.8888888888888888,0.9192546583850931,3.0365769496204287,0.75,0.9216867469879518,17.168674698795183,2.5626714168659688,2.0697705565698703,0.7095815555613919,0.7291666666666666,7.407288097534817,7.301270521921492
CHEMBL228_Ki,act_mid20,91819329,global,340,1023,341,18,7,0.9323529411764706,1.0,0.9285714285714286,-7.14285714285714,1.0,0.9309309309309309,-6.906906906906906,2.63165980309355,2.63165980309355,0.7123227695915144,0.7288690476190476,7.407288097534817,7.31784586176126
CHEMBL228_Ki,act_mid20,91819329,mondrian_wstd,340,1023,341,18,7,0.9352941176470588,1.0,0.9316770186335404,-6.8322981366459645,1.0,0.933933933933934,-6.6066066066066025,2.811117909459075,2.7465927292157684,0.7123227695915144,0.7288690476190476,7.407288097534817,7.31784586176126
CHEMBL228_Ki,act_mid20,91819329,mondrian_rfstd,340,1023,341,18,7,0.8794117647058823,0.8888888888888888,0.8788819875776398,-1.000690131124904,1.0,0.8768768768768769,-12.312312312312311,2.7231020969126156,2.701507394204453,0.7123227695915144,0.7288690476190476,7.407288097534817,7.31784586176126
CHEMBL228_Ki,act_mid20,91819329,mondrian_nb,340,1023,341,18,7,0.9441176470588235,1.0,0.9409937888198758,-5.900621118012417,1.0,0.9429429429429429,-5.705705705705711,2.8319175803201166,2.411377247263439,0.7123227695915144,0.7288690476190476,7.407288097534817,7.31784586176126
CHEMBL233_Ki,act_mid20,6021738,global,628,1885,629,50,31,0.9363057324840764,0.84,0.9446366782006921,10.463667820069212,0.8064516129032258,0.9430485762144054,13.659696331117965,2.463033883196113,2.463033883196113,0.7663565855589198,0.7798305084745762,7.274713986021936,7.33983940110168
CHEMBL233_Ki,act_mid20,6021738,mondrian_wstd,628,1885,629,50,31,0.910828025477707,0.82,0.9186851211072664,9.868512110726646,0.8387096774193549,0.914572864321608,7.586318690225314,2.644035770266661,2.9241874435108706,0.7663565855589198,0.7798305084745762,7.274713986021936,7.33983940110168
CHEMBL233_Ki,act_mid20,6021738,mondrian_rfstd,628,1885,629,50,31,0.8614649681528662,0.84,0.8633217993079585,2.3321799307958524,0.8064516129032258,0.864321608040201,5.786999513697522,2.672403440412869,2.8109609162876814,0.7663565855589198,0.7798305084745762,7.274713986021936,7.33983940110168
CHEMBL233_Ki,act_mid20,6021738,mondrian_nb,628,1885,629,50,31,0.9378980891719745,0.86,0.9446366782006921,8.46366782006921,0.8387096774193549,0.9430485762144054,10.433889879505054,2.603222849455035,2.5270335600309135,0.7663565855589198,0.7798305084745762,7.274713986021936,7.33983940110168
CHEMBL233_Ki,act_mid20,98978916,global,628,1885,629,50,28,0.9522292993630573,0.9,0.9567474048442907,5.674740484429064,0.8214285714285714,0.9583333333333334,13.690476190476197,2.7364117230259577,2.736411723025958,0.7635867259647245,0.775686136523575,7.274713986021936,7.346450123302693
CHEMBL233_Ki,act_mid20,98978916,mondrian_wstd,628,1885,629,50,28,0.9299363057324841,0.9,0.9325259515570934,3.252595155709337,0.8571428571428571,0.9333333333333333,7.619047619047626,2.7969484273054346,2.88852221261751,0.7635867259647245,0.775686136523575,7.274713986021936,7.346450123302693
CHEMBL233_Ki,act_mid20,98978916,mondrian_rfstd,628,1885,629,50,28,0.9012738853503185,0.84,0.9065743944636678,6.657439446366786,0.8214285714285714,0.905,8.357142857142863,2.6520394775213916,2.6222494045881235,0.7635867259647245,0.775686136523575,7.274713986021936,7.346450123302693
